,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
2027,26595987,10/30/2013 11:46:49 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11385.0,2105 LINDEN STREET,LINDEN STREET,GRANDVIEW AVENUE,FOREST AVENUE,,,ADDRESS,RIDGEWOOD,,,Open,11/07/2013 11:46:49 AM,,05 QUEENS,QUEENS,1010681.0,197275.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70811158384665,-73.90466624862944,"(40.70811158384666, -73.90466624862944)"
2028,26594227,10/30/2013 11:46:00 AM,,DSNY,BCC - Manhattan,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10029.0,420 EAST 111 STREET,EAST 111 STREET,UNNAMED STREET,F D R DRIVE,,,ADDRESS,NEW YORK,,DSNY Garage,Open,,,11 MANHATTAN,MANHATTAN,1001824.0,227931.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.792276561152036,-73.93653235899903,"(40.792276561152036, -73.93653235899903)"
2029,26592597,10/30/2013 11:46:00 AM,10/30/2013 11:46:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,AVE N,59 ST E,INTERSECTION,,,,Closed,,10/29/2013 11:46:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2030,26593577,10/30/2013 11:46:00 AM,10/30/2013 11:46:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,SURF AVE,10 ST W,INTERSECTION,,,,Closed,,10/29/2013 11:46:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2031,26592642,10/30/2013 11:46:00 AM,10/30/2013 11:46:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11229.0,,,,,BURNETT STREET,AVENUE U,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:46:00 AM,18 BROOKLYN,BROOKLYN,1002702.0,158859.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.602688351506266,-73.93355073332832,"(40.602688351506266, -73.93355073332833)"
2032,26592500,10/30/2013 11:45:57 AM,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,Senior Address,10128.0,428 EAST 89 STREET,EAST 89 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,,Open,11/13/2013 11:45:57 AM,,08 MANHATTAN,MANHATTAN,998878.0,222898.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77846768892453,-73.94718265059849,"(40.778467688924536, -73.94718265059848)"
2033,26592716,10/30/2013 11:45:42 AM,,DOB,Department of Buildings,General Construction/Plumbing,"Smoking Signs - ""No Smoking"" Signs Not Observed on Construction Site",,10305.0,179 MCCLEAN AVENUE,MCCLEAN AVENUE,JACKSON AVENUE,WALLACE AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,02 STATEN ISLAND,STATEN ISLAND,965376.0,156990.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59755743810735,-74.06796374866397,"(40.59755743810735, -74.06796374866397)"
2034,26594559,10/30/2013 11:45:41 AM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,11/06/2013 11:45:41 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2035,26589833,10/30/2013 11:45:13 AM,10/30/2013 01:03:52 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469.0,922 EAST 215 STREET,EAST 215 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/30/2013 07:45:13 PM,10/30/2013 01:03:52 PM,12 BRONX,BRONX,1023571.0,259462.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87874991477118,-73.85780939082109,"(40.87874991477118, -73.85780939082109)"
2036,26594485,10/30/2013 11:45:00 AM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11211.0,143 RUTLEDGE STREET,RUTLEDGE STREET,BEDFORD AVENUE,LEE AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,996086.0,195001.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.701901550672325,-73.95731281474444,"(40.70190155067233, -73.95731281474443)"
2037,26593581,10/30/2013 11:45:00 AM,10/30/2013 11:45:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11208.0,,,,,ELTON STREET,COZINE AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:45:00 AM,05 BROOKLYN,BROOKLYN,1018675.0,179407.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65904055775361,-73.87592407780356,"(40.65904055775361, -73.87592407780357)"
2038,26594457,10/30/2013 11:45:00 AM,10/30/2013 11:45:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FLATLANDS AVE,FLATLANDS AVE,ERSKINE ST,SEE COMMENTS FOR CROSS ST,,,BLOCKFACE,,,,Closed,,10/29/2013 11:45:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2039,26593884,10/30/2013 11:44:01 AM,,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10001.0,49 WEST 32 STREET,WEST 32 STREET,5 AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Open,11/04/2013 11:44:01 AM,,05 MANHATTAN,MANHATTAN,987905.0,211692.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.747721454421495,-73.98680897554426,"(40.74772145442149, -73.98680897554426)"
2040,26593580,10/30/2013 11:44:00 AM,10/30/2013 11:44:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11208.0,,,,,COZINE AVENUE,BERRIMAN STREET,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:44:00 AM,05 BROOKLYN,BROOKLYN,1019585.0,179921.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66044778843068,-73.87264153153775,"(40.66044778843068, -73.87264153153775)"
2041,26590554,10/30/2013 11:44:00 AM,,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11221.0,285 CORNELIA STREET,CORNELIA STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,04 BROOKLYN,BROOKLYN,1008799.0,192251.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69432730877347,-73.91147272719688,"(40.694327308773474, -73.91147272719687)"
2042,26590548,10/30/2013 11:43:58 AM,10/30/2013 08:23:37 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10466.0,3697 MAROLLA PLACE,MAROLLA PLACE,PRATT AVENUE,BOLLER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/30/2013 07:43:58 PM,10/30/2013 08:23:38 PM,12 BRONX,BRONX,1029269.0,261824.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88520563222191,-73.83718874096319,"(40.885205632221904, -73.83718874096319)"
2043,26595432,10/30/2013 11:43:00 AM,10/30/2013 11:43:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11208.0,,,,,COZINE AVENUE,FOUNTAIN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:43:00 AM,05 BROOKLYN,BROOKLYN,1020770.0,180494.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66201573699749,-73.8683673211671,"(40.662015736997496, -73.8683673211671)"
2044,26591423,10/30/2013 11:42:44 AM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,11/06/2013 11:42:44 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2045,26589809,10/30/2013 11:42:41 AM,,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Rent Discrepancy,Senior Address,10026.0,262 WEST 115 STREET,WEST 115 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Open,11/13/2013 11:42:41 AM,,10 MANHATTAN,MANHATTAN,996829.0,231901.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.803181651271736,-73.95456411647777,"(40.803181651271736, -73.95456411647777)"
2046,26592555,10/30/2013 11:42:34 AM,10/30/2013 02:08:37 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385.0,1713 STEPHEN STREET,STEPHEN STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,10/30/2013 07:42:34 PM,10/30/2013 02:08:38 PM,05 QUEENS,QUEENS,1011514.0,193544.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.697868343550745,-73.90167681553199,"(40.69786834355074, -73.90167681553199)"
2047,26589087,10/30/2013 11:42:14 AM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11354.0,33-38 PARSONS BOULEVARD,PARSONS BOULEVARD,33 AVENUE,34 AVENUE,,,ADDRESS,Flushing,,,Open,,,07 QUEENS,QUEENS,1032971.0,218993.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.767627333732726,-73.82411151243869,"(40.767627333732726, -73.82411151243869)"
2048,26592146,10/30/2013 11:42:14 AM,,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10065.0,238 EAST 68 STREET,EAST 68 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,,Open,,,08 MANHATTAN,MANHATTAN,995014.0,218578.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.766615969571966,-73.96114132058455,"(40.76661596957197, -73.96114132058455)"
2049,26595993,10/30/2013 11:42:11 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Sidewalk Blocked,,10003.0,9 EAST 16 STREET,EAST 16 STREET,5 AVENUE,UNION SQUARE WEST,,,ADDRESS,NEW YORK,,,Open,11/03/2013 11:42:11 AM,,05 MANHATTAN,MANHATTAN,986397.0,207848.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73717112776508,-73.99225262790051,"(40.73717112776508, -73.99225262790051)"
2050,26595929,10/30/2013 11:42:10 AM,,DCA,Department of Consumer Affairs,DCA Literature Request,"Car Leasing, Rental and Repair Guide",,,,,,,,,,,,,Open,11/06/2013 11:42:10 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2051,26588994,10/30/2013 11:42:00 AM,10/30/2013 11:42:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11207.0,,,,,HALSEY STREET,WILSON AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:42:00 AM,04 BROOKLYN,BROOKLYN,1009333.0,191223.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69150419057075,-73.9095508745123,"(40.69150419057075, -73.9095508745123)"
2052,26594722,10/30/2013 11:42:00 AM,,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11221.0,285 CORNELIA STREET,CORNELIA STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,04 BROOKLYN,BROOKLYN,1008799.0,192251.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69432730877347,-73.91147272719688,"(40.694327308773474, -73.91147272719687)"
2053,26595807,10/30/2013 11:41:54 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10306.0,,,,,CORONA AVENUE,GARTH COURT,INTERSECTION,STATEN ISLAND,,,Open,,10/30/2013 11:41:54 AM,03 STATEN ISLAND,STATEN ISLAND,944989.0,144567.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.56339193757483,-74.14130343283806,"(40.56339193757483, -74.14130343283806)"
2054,26590231,10/30/2013 11:41:50 AM,10/30/2013 03:31:41 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208.0,197 HIGHLAND PLACE,HIGHLAND PLACE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 07:41:50 PM,10/30/2013 03:31:41 PM,05 BROOKLYN,BROOKLYN,1017282.0,187160.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.680326097246905,-73.8809067852853,"(40.680326097246905, -73.88090678528529)"
2055,26591595,10/30/2013 11:41:13 AM,,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,11366.0,,,,,UNION TURNPIKE,SURREY PLACE,INTERSECTION,FRESH MEADOWS,,,Open,11/20/2013 11:41:13 AM,,08 QUEENS,QUEENS,1042554.0,204003.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.726425659860986,-73.78964583979175,"(40.726425659860986, -73.78964583979175)"
2056,26591670,10/30/2013 11:41:00 AM,10/30/2013 11:41:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,11207.0,,,,,GEORGIA AVENUE,PITKIN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:41:00 AM,05 BROOKLYN,BROOKLYN,1012615.0,183981.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.671616650305225,-73.89774649915194,"(40.671616650305225, -73.89774649915194)"
2057,26589928,10/30/2013 11:41:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10456.0,,,,,EAST 165 STREET,WASHINGTON AVENUE,INTERSECTION,BRONX,,,Open,,,03 BRONX,BRONX,1009355.0,240585.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.826990077641,-73.90928721288984,"(40.826990077641, -73.90928721288985)"
2058,26593098,10/30/2013 11:40:07 AM,10/30/2013 02:21:18 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,Street,11357.0,145-44 24 AVENUE,24 AVENUE,PARSONS BOULEVARD,146 STREET,,,ADDRESS,WHITESTONE,,,Closed,11/29/2013 11:40:07 AM,10/30/2013 02:21:18 PM,07 QUEENS,QUEENS,1033300.0,222653.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77767123695672,-73.82289707343831,"(40.777671236956714, -73.82289707343831)"
2059,26593108,10/30/2013 11:40:05 AM,,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11201.0,216 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,,Open,,,02 BROOKLYN,BROOKLYN,988582.0,191245.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.691599059545375,-73.98437881826075,"(40.691599059545375, -73.98437881826075)"
2060,26594110,10/30/2013 11:40:00 AM,,DSNY,Queens East 10,Sanitation Condition,12 Dead Animals,Sidewalk,11417.0,109-34 CENTERVILLE STREET,CENTERVILLE STREET,PLATTWOOD AVENUE,ROSITA ROAD,,,ADDRESS,Ozone Park,,,Open,,,10 QUEENS,QUEENS,1030107.0,186332.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67799627943336,-73.83467339799594,"(40.67799627943336, -73.83467339799596)"
2061,26592616,10/30/2013 11:40:00 AM,10/30/2013 11:40:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11207.0,,,,,ATLANTIC AVENUE,SHEFFIELD AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:40:00 AM,05 BROOKLYN,BROOKLYN,1012586.0,185459.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67567351833698,-73.89784482813347,"(40.67567351833698, -73.89784482813347)"
2062,26589886,10/30/2013 11:40:00 AM,10/30/2013 11:40:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11211.0,,,,,GRAND STREET,LORIMER STREET,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:40:00 AM,01 BROOKLYN,BROOKLYN,998419.0,198378.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71116718908291,-73.94889161762502,"(40.71116718908291, -73.94889161762501)"
2063,26589916,10/30/2013 11:39:00 AM,10/30/2013 11:39:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,11 ST N,KENT AVE,INTERSECTION,,,,Closed,,10/29/2013 11:39:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2064,26595377,10/30/2013 11:39:00 AM,10/30/2013 11:39:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11222.0,,,,,CHERRY STREET,VARICK AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:39:00 AM,01 BROOKLYN,BROOKLYN,1002372.0,203329.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.724749277899505,-73.93461959915857,"(40.724749277899505, -73.93461959915857)"
2065,26589912,10/30/2013 11:39:00 AM,10/30/2013 11:39:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11211.0,,,,,METROPOLITAN AVENUE,VANDERVOORT AVENUE,INTERSECTION,BROOKLYN,,,Closed,,10/29/2013 11:39:00 AM,01 BROOKLYN,BROOKLYN,1002701.0,199553.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.714384389754755,-73.93344298701717,"(40.714384389754755, -73.93344298701717)"
2066,26593987,10/30/2013 11:38:53 AM,,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,,Open,11/06/2013 11:38:53 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2067,26589047,10/30/2013 11:38:00 AM,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223.0,2114 EAST 5 STREET,EAST 5 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,,Open,,,15 BROOKLYN,BROOKLYN,993392.0,157454.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59884640618096,-73.9670797638518,"(40.598846406180954, -73.96707976385179)"
2068,26593472,10/30/2013 11:37:36 AM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,11217.0,,,,,6 AVENUE,ST JOHNS PLACE,INTERSECTION,BROOKLYN,,,Pending,,10/30/2013 11:37:36 AM,06 BROOKLYN,BROOKLYN,990736.0,186083.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6774292322171,-73.97661646860364,"(40.6774292322171, -73.97661646860364)"
2069,26593125,10/30/2013 11:37:32 AM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,11/06/2013 11:37:32 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2070,26591848,10/30/2013 11:37:30 AM,,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Open,11/06/2013 11:37:30 AM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2071,26590123,10/30/2013 11:37:23 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11203.0,35 EAST 58 STREET,EAST 58 STREET,REMSEN AVENUE,LINDEN BOULEVARD,,,ADDRESS,BROOKLYN,,,Open,11/07/2013 11:37:23 AM,,17 BROOKLYN,BROOKLYN,1005644.0,177795.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.654657046302155,-73.92289599657835,"(40.65465704630216, -73.92289599657835)"
2072,26596003,10/30/2013 11:37:07 AM,10/31/2013 01:32:40 AM,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,,Street/Sidewalk,10014.0,38 CARMINE STREET,CARMINE STREET,BLEECKER STREET,BEDFORD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/30/2013 07:37:07 PM,10/31/2013 01:32:40 AM,02 MANHATTAN,MANHATTAN,983377.0,205272.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73010085894889,-74.00314985478704,"(40.73010085894889, -74.00314985478705)"
2073,26595435,10/30/2013 11:37:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10013.0,,,,,GRAND STREET,MOTT STREET,INTERSECTION,NEW YORK,,,Open,,,02 MANHATTAN,MANHATTAN,985226.0,201245.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.719047710065354,-73.99647909687339,"(40.71904771006535, -73.99647909687339)"
2074,26593826,10/30/2013 11:36:58 AM,10/30/2013 11:37:50 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
2075,26590179,10/30/2013 11:36:53 AM,10/30/2013 03:22:01 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10007.0,31 CHAMBERS STREET,CHAMBERS STREET,CENTRE STREET,ELK STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/30/2013 07:36:53 PM,10/30/2013 03:22:01 PM,01 MANHATTAN,MANHATTAN,982965.0,199188.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.713401698229205,-74.00463522262078,"(40.7134016982292, -74.00463522262078)"
2076,26591053,10/30/2013 11:36:42 AM,10/30/2013 11:36:48 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,,Closed,,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
