#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2016-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid, tmpf ,  dwpf ,  drct ,  sknt ,  p01m ,  presentwx
CMI,2016-07-27 12:53,73.04,68.00,80.00,3.00,0.00,M
CMI,2016-07-27 13:53,77.00,69.98,110.00,6.00,0.00,M
CMI,2016-07-27 14:53,80.06,69.98,90.00,6.00,0.00,M
CMI,2016-07-27 15:53,80.96,69.98,130.00,6.00,0.00,M
CMI,2016-07-27 16:53,82.94,69.98,120.00,5.00,0.00,M
CMI,2016-07-27 17:53,84.92,68.00,0.00,0.00,0.00,M
CMI,2016-07-27 18:53,84.92,68.00,120.00,4.00,0.00,M
CMI,2016-07-27 19:53,82.04,69.98,120.00,5.00,0.00,M
CMI,2016-07-27 20:53,80.06,71.06,130.00,4.00,0.00,M
CMI,2016-07-27 21:53,84.02,71.06,110.00,5.00,0.00,M
CMI,2016-07-27 22:53,82.94,71.06,140.00,4.00,0.00,M
CMI,2016-07-27 23:53,82.04,71.06,110.00,4.00,0.00,M
CMI,2016-07-28 00:53,78.08,73.04,120.00,4.00,0.00,M
CMI,2016-07-28 01:53,75.02,71.06,100.00,4.00,0.00,M
CMI,2016-07-28 02:53,73.94,69.98,70.00,3.00,0.00,M
CMI,2016-07-28 03:53,73.94,69.98,90.00,5.00,0.00,M
CMI,2016-07-28 04:53,73.04,69.08,80.00,3.00,0.00,M
CMI,2016-07-28 05:53,71.06,68.00,130.00,4.00,0.00,M
CMI,2016-07-28 06:53,71.96,68.00,140.00,4.00,0.00,M
CMI,2016-07-28 07:53,71.96,68.00,130.00,3.00,0.00,M
CMI,2016-07-28 08:53,71.96,68.00,120.00,3.00,0.00,M
CMI,2016-07-28 09:53,69.98,68.00,80.00,4.00,0.00,M
CMI,2016-07-28 10:36,71.06,68.00,90.00,5.00,0.00,M
CMI,2016-07-28 10:53,71.06,69.08,70.00,3.00,0.00,M
CMI,2016-07-28 11:41,71.06,69.08,70.00,6.00,0.00,VCTS BR
CMI,2016-07-28 11:53,71.96,69.08,90.00,6.00,0.00,VCTS
CMI,2016-07-28 12:28,73.04,69.98,M,5.00,0.00,TS
CMI,2016-07-28 12:38,73.04,69.08,330.00,15.00,0.00,-TSRA
CMI,2016-07-28 12:44,73.04,68.00,260.00,10.00,3.56,+TSRA
CMI,2016-07-28 12:51,71.60,69.80,0.00,0.00,10.16,+TSRA FG
CMI,2016-07-28 12:52,71.96,69.08,0.00,0.00,10.16,+TSRA FG
CMI,2016-07-28 13:01,71.96,69.98,170.00,7.00,2.54,+TSRA BR
CMI,2016-07-28 13:11,71.96,69.98,90.00,4.00,3.30,TSRA BR
CMI,2016-07-28 13:44,69.98,66.92,200.00,3.00,3.56,VCTS -RA BR
CMI,2016-07-28 13:53,69.98,66.92,80.00,4.00,3.56,VCTS -RA
CMI,2016-07-28 14:53,73.04,69.08,0.00,0.00,0.25,M
CMI,2016-07-28 15:53,75.92,68.00,190.00,3.00,0.00,M
CMI,2016-07-28 16:53,78.98,69.98,0.00,0.00,0.00,M
CMI,2016-07-28 17:53,80.06,71.06,140.00,4.00,0.00,M
CMI,2016-07-28 18:53,82.94,73.04,130.00,5.00,0.00,M
CMI,2016-07-28 19:53,82.94,73.04,190.00,5.00,0.00,M
CMI,2016-07-28 20:53,80.96,71.96,230.00,3.00,0.00,M
CMI,2016-07-28 21:22,80.96,73.04,230.00,3.00,0.00,VCTS
CMI,2016-07-28 21:53,80.06,71.96,250.00,3.00,0.00,VCTS
CMI,2016-07-28 22:06,80.96,73.04,0.00,0.00,0.00,M
CMI,2016-07-28 22:53,80.06,71.96,310.00,6.00,0.00,M
CMI,2016-07-28 23:01,78.98,71.96,300.00,5.00,0.00,M
CMI,2016-07-28 23:53,80.06,71.96,340.00,7.00,0.00,M
CMI,2016-07-29 00:53,75.92,73.04,310.00,3.00,0.00,M
CMI,2016-07-29 01:53,71.96,71.06,180.00,4.00,0.00,BR
CMI,2016-07-29 02:53,71.96,69.98,200.00,4.00,0.00,M
CMI,2016-07-29 03:53,69.98,68.00,0.00,0.00,0.00,M
CMI,2016-07-29 04:36,71.06,68.00,310.00,3.00,0.00,M
CMI,2016-07-29 04:53,71.96,69.08,0.00,0.00,0.00,M
CMI,2016-07-29 05:02,71.96,69.08,0.00,0.00,0.00,M
CMI,2016-07-29 05:53,71.96,69.98,0.00,0.00,0.00,M
CMI,2016-07-29 06:53,69.08,66.92,260.00,3.00,0.00,BR
CMI,2016-07-29 07:03,68.00,66.92,270.00,5.00,0.00,BR
CMI,2016-07-29 07:06,68.00,66.92,280.00,4.00,0.00,BR
CMI,2016-07-29 07:16,69.08,68.00,0.00,0.00,0.00,FG
CMI,2016-07-29 07:24,68.00,68.00,270.00,3.00,0.00,FG
CMI,2016-07-29 07:37,68.00,66.92,0.00,0.00,0.00,FG
CMI,2016-07-29 07:49,68.00,66.20,0.00,0.00,0.00,FG
CMI,2016-07-29 07:53,68.00,66.92,0.00,0.00,0.00,FG
CMI,2016-07-29 08:06,68.00,66.92,0.00,0.00,0.00,BR
CMI,2016-07-29 08:09,68.00,66.92,0.00,0.00,0.00,BR
CMI,2016-07-29 08:21,66.92,66.02,0.00,0.00,0.00,FG
CMI,2016-07-29 08:53,66.92,66.02,280.00,3.00,0.00,FG
CMI,2016-07-29 09:21,66.92,66.02,250.00,4.00,0.00,FG
CMI,2016-07-29 09:24,66.92,66.02,250.00,4.00,0.00,FG
CMI,2016-07-29 09:49,66.20,66.20,240.00,4.00,0.00,FG
CMI,2016-07-29 09:53,66.92,66.02,260.00,4.00,0.00,FG
CMI,2016-07-29 10:06,66.92,66.02,270.00,4.00,0.00,BR
CMI,2016-07-29 10:14,66.92,66.02,260.00,3.00,0.00,BR
CMI,2016-07-29 10:18,66.92,66.02,0.00,0.00,0.00,BR
CMI,2016-07-29 10:28,66.92,66.02,0.00,0.00,0.00,BR
CMI,2016-07-29 10:38,66.02,64.94,0.00,0.00,0.00,FG
CMI,2016-07-29 10:53,66.02,64.94,310.00,3.00,0.00,BR
CMI,2016-07-29 10:58,66.02,64.94,330.00,3.00,0.00,BR
CMI,2016-07-29 11:04,66.02,64.94,340.00,3.00,0.00,FG
CMI,2016-07-29 11:40,66.92,66.02,330.00,3.00,0.00,BR
CMI,2016-07-29 11:46,68.00,66.92,330.00,3.00,0.00,BR
CMI,2016-07-29 11:53,68.00,66.92,0.00,0.00,0.00,BR
CMI,2016-07-29 11:56,68.00,66.92,310.00,3.00,0.00,BR
CMI,2016-07-29 12:21,69.08,68.00,280.00,4.00,0.00,FG
CMI,2016-07-29 12:30,69.08,68.00,280.00,3.00,0.00,FG
CMI,2016-07-29 12:53,69.98,69.98,260.00,4.00,0.00,FG
CMI,2016-07-29 12:58,69.98,69.08,280.00,4.00,0.00,FG
CMI,2016-07-29 13:07,69.98,69.98,290.00,4.00,0.00,BR
CMI,2016-07-29 13:17,71.96,69.98,300.00,4.00,0.00,BR
CMI,2016-07-29 13:43,73.04,71.06,260.00,3.00,0.00,M
CMI,2016-07-29 13:53,73.94,71.06,M,3.00,0.00,M
CMI,2016-07-29 14:53,75.92,71.06,260.00,4.00,0.00,M
CMI,2016-07-29 15:53,77.00,71.96,250.00,6.00,0.00,M
CMI,2016-07-29 16:53,78.98,69.98,260.00,5.00,0.00,M
CMI,2016-07-29 17:53,80.06,69.08,270.00,5.00,0.00,M
CMI,2016-07-29 18:53,80.96,69.98,280.00,9.00,0.00,M
CMI,2016-07-29 19:53,82.04,69.98,270.00,12.00,0.00,M
CMI,2016-07-29 20:53,82.04,68.00,270.00,8.00,0.00,M
CMI,2016-07-29 21:53,82.04,68.00,290.00,5.00,0.00,M
CMI,2016-07-29 22:53,80.06,68.00,280.00,6.00,0.00,M
CMI,2016-07-29 23:53,78.98,69.98,290.00,7.00,0.00,M
CMI,2016-07-30 00:53,75.02,69.08,290.00,5.00,0.00,M
CMI,2016-07-30 01:53,73.04,68.00,300.00,3.00,0.00,M
CMI,2016-07-30 02:53,71.06,66.92,260.00,4.00,0.00,M
CMI,2016-07-30 03:53,69.08,66.02,260.00,5.00,0.00,M
CMI,2016-07-30 04:53,66.92,64.94,240.00,5.00,0.00,M
CMI,2016-07-30 05:53,66.92,64.94,250.00,4.00,0.00,M
CMI,2016-07-30 06:53,66.02,64.04,250.00,3.00,0.00,M
CMI,2016-07-30 07:53,64.04,62.96,250.00,3.00,0.00,BR
CMI,2016-07-30 08:53,64.04,62.96,220.00,3.00,0.00,BR
CMI,2016-07-30 09:53,64.04,62.96,270.00,4.00,0.00,M
CMI,2016-07-30 10:53,62.96,62.06,240.00,3.00,0.00,BR
CMI,2016-07-30 11:53,64.94,64.04,250.00,4.00,0.00,M
CMI,2016-07-30 12:53,69.08,66.02,280.00,5.00,0.00,M
CMI,2016-07-30 13:53,71.96,68.00,270.00,6.00,0.00,M
CMI,2016-07-30 14:53,73.04,68.00,290.00,6.00,0.00,M
CMI,2016-07-30 15:53,73.94,69.08,290.00,10.00,0.00,M
CMI,2016-07-30 16:43,73.94,66.92,280.00,7.00,0.00,M
CMI,2016-07-30 16:53,73.94,68.00,310.00,6.00,0.00,M
CMI,2016-07-30 17:53,75.92,66.92,320.00,5.00,0.00,M
CMI,2016-07-30 18:53,78.98,66.92,250.00,5.00,0.00,M
CMI,2016-07-30 19:53,80.06,66.92,240.00,6.00,0.00,M
CMI,2016-07-30 20:53,80.96,68.00,270.00,7.00,0.00,M
CMI,2016-07-30 21:53,80.06,66.92,270.00,8.00,0.00,M
CMI,2016-07-30 22:53,78.98,68.00,260.00,5.00,0.00,M
CMI,2016-07-30 23:53,75.92,69.08,300.00,6.00,0.00,M
CMI,2016-07-31 00:53,73.94,68.00,360.00,4.00,0.00,M
CMI,2016-07-31 01:53,71.96,69.08,0.00,0.00,0.00,M
CMI,2016-07-31 02:53,69.98,68.00,0.00,0.00,0.00,M
CMI,2016-07-31 03:53,71.06,68.00,60.00,4.00,0.00,M
CMI,2016-07-31 04:53,71.06,68.00,30.00,6.00,0.00,M
CMI,2016-07-31 05:53,69.08,66.92,30.00,6.00,0.00,M
CMI,2016-07-31 06:53,68.00,64.94,20.00,5.00,0.00,M
CMI,2016-07-31 07:53,66.92,64.94,30.00,4.00,0.00,M
CMI,2016-07-31 08:53,66.92,64.04,30.00,3.00,0.00,M
CMI,2016-07-31 09:53,66.02,64.04,0.00,0.00,0.00,M
CMI,2016-07-31 10:13,64.04,62.96,0.00,0.00,0.00,BR
CMI,2016-07-31 10:24,64.04,62.96,0.00,0.00,0.00,BR
CMI,2016-07-31 10:39,64.04,62.06,0.00,0.00,0.00,BR
CMI,2016-07-31 10:53,64.04,62.06,0.00,0.00,0.00,BR
CMI,2016-07-31 11:08,64.04,62.96,0.00,0.00,0.00,BR
CMI,2016-07-31 11:53,66.92,64.94,350.00,4.00,0.00,BR
CMI,2016-07-31 12:53,71.06,66.92,360.00,3.00,0.00,BR
CMI,2016-07-31 13:48,73.40,69.80,330.00,4.00,0.00,M
CMI,2016-07-31 13:53,73.94,69.08,330.00,3.00,0.00,M
CMI,2016-07-31 14:02,75.02,69.08,20.00,3.00,0.00,M
CMI,2016-07-31 14:53,78.08,69.98,360.00,5.00,0.00,M
CMI,2016-07-31 15:53,80.06,69.08,M,6.00,0.00,M
CMI,2016-07-31 16:53,80.96,66.92,360.00,4.00,0.00,M
CMI,2016-07-31 17:53,80.96,66.92,20.00,5.00,0.00,M
CMI,2016-07-31 18:53,82.04,68.00,M,3.00,0.00,M
CMI,2016-07-31 19:53,80.96,68.00,50.00,4.00,0.00,M
CMI,2016-07-31 20:53,82.94,69.08,50.00,5.00,0.00,M
CMI,2016-07-31 21:53,80.96,68.00,60.00,6.00,0.00,M
CMI,2016-07-31 22:53,80.96,69.08,70.00,7.00,0.00,M
CMI,2016-07-31 23:53,78.98,69.08,100.00,4.00,0.00,M
CMI,2016-08-01 00:53,75.92,69.98,90.00,3.00,0.00,M
CMI,2016-08-01 01:53,73.04,68.00,60.00,3.00,0.00,M
CMI,2016-08-01 02:53,73.04,66.92,60.00,4.00,0.00,M
CMI,2016-08-01 03:53,71.06,66.92,80.00,4.00,0.00,M
CMI,2016-08-01 04:53,69.98,66.02,70.00,5.00,0.00,M
CMI,2016-08-01 05:53,68.00,66.02,90.00,4.00,0.00,M
CMI,2016-08-01 06:53,68.00,66.02,60.00,6.00,0.00,M
CMI,2016-08-01 07:53,66.92,64.94,80.00,5.00,0.00,BR
CMI,2016-08-01 08:53,66.92,66.02,80.00,5.00,0.00,BR
CMI,2016-08-01 09:53,66.92,66.02,70.00,5.00,0.00,BR
CMI,2016-08-01 10:44,66.92,66.02,70.00,6.00,0.00,BR
CMI,2016-08-01 10:53,68.00,66.02,80.00,6.00,0.00,BR
CMI,2016-08-01 11:07,66.92,66.02,80.00,5.00,0.00,BR
CMI,2016-08-01 11:23,68.00,66.02,90.00,4.00,0.00,BR
CMI,2016-08-01 11:36,68.00,66.02,80.00,4.00,0.00,BR
CMI,2016-08-01 11:53,68.00,66.92,70.00,5.00,0.00,BR
CMI,2016-08-01 12:53,69.98,68.00,90.00,6.00,0.00,BR
CMI,2016-08-01 13:53,71.96,69.08,100.00,7.00,0.00,BR
CMI,2016-08-01 14:53,75.02,69.98,110.00,4.00,0.00,M
CMI,2016-08-01 15:53,78.08,71.06,90.00,6.00,0.00,M
CMI,2016-08-01 16:53,80.96,73.04,100.00,6.00,0.00,M
CMI,2016-08-01 17:53,82.04,71.06,M,4.00,0.00,M
CMI,2016-08-01 18:01,82.04,71.06,130.00,4.00,0.00,M
CMI,2016-08-01 18:09,82.94,71.06,100.00,6.00,0.00,M
CMI,2016-08-01 18:53,82.94,71.96,100.00,7.00,0.00,M
CMI,2016-08-01 19:53,80.96,71.06,50.00,6.00,0.00,M
CMI,2016-08-01 20:53,84.02,69.08,90.00,6.00,0.00,M
CMI,2016-08-01 21:53,82.94,69.98,60.00,6.00,0.00,M
CMI,2016-08-01 22:53,82.94,69.08,90.00,7.00,0.00,M
CMI,2016-08-01 23:53,80.96,71.06,80.00,6.00,0.00,M
CMI,2016-08-02 00:53,78.08,69.98,60.00,3.00,0.00,M
CMI,2016-08-02 01:53,75.02,69.98,0.00,0.00,0.00,M
CMI,2016-08-02 02:53,73.94,69.08,40.00,3.00,0.00,M
CMI,2016-08-02 03:53,71.96,68.00,60.00,4.00,0.00,M
CMI,2016-08-02 04:53,73.04,68.00,60.00,6.00,0.00,M
CMI,2016-08-02 05:53,71.96,68.00,60.00,4.00,0.00,M
CMI,2016-08-02 06:53,69.98,66.02,60.00,3.00,0.00,M
CMI,2016-08-02 07:53,69.08,66.02,70.00,4.00,0.00,M
CMI,2016-08-02 08:53,68.00,64.94,70.00,5.00,0.00,M
CMI,2016-08-02 09:53,66.92,64.94,70.00,5.00,0.00,M
CMI,2016-08-02 10:53,68.00,64.94,60.00,5.00,0.00,M
CMI,2016-08-02 11:53,71.06,66.92,90.00,3.00,0.00,M
CMI,2016-08-02 12:53,71.96,68.00,90.00,4.00,0.00,M
CMI,2016-08-02 13:53,75.02,69.98,0.00,0.00,0.00,M
CMI,2016-08-02 14:53,78.08,71.06,160.00,3.00,0.00,M
CMI,2016-08-02 15:53,80.06,71.06,M,3.00,0.00,M
CMI,2016-08-02 16:53,82.04,71.06,160.00,4.00,0.00,M
CMI,2016-08-02 17:53,82.04,69.98,140.00,4.00,0.00,M
CMI,2016-08-02 18:53,82.94,71.06,130.00,3.00,0.00,M
CMI,2016-08-02 19:53,82.94,71.06,0.00,0.00,0.00,M
CMI,2016-08-02 20:53,82.94,71.96,140.00,4.00,0.00,M
CMI,2016-08-02 21:53,82.04,71.96,140.00,6.00,0.00,M
CMI,2016-08-02 22:53,82.04,71.96,130.00,6.00,0.00,M
CMI,2016-08-02 23:53,80.06,73.04,0.00,0.00,0.00,M
CMI,2016-08-03 00:53,78.98,73.04,0.00,0.00,0.00,M
CMI,2016-08-03 01:53,75.02,71.96,0.00,0.00,0.00,M
CMI,2016-08-03 02:53,71.96,69.98,180.00,3.00,0.00,M
CMI,2016-08-03 03:53,71.96,69.98,0.00,0.00,0.00,M
CMI,2016-08-03 04:53,71.96,69.98,0.00,0.00,0.00,M
CMI,2016-08-03 05:53,71.96,69.98,0.00,0.00,0.00,M
CMI,2016-08-03 06:53,71.96,69.08,80.00,4.00,0.00,BR
CMI,2016-08-03 07:53,69.98,68.00,60.00,4.00,0.00,BR
CMI,2016-08-03 08:53,69.98,68.00,70.00,5.00,0.00,BR
CMI,2016-08-03 09:53,69.98,69.08,70.00,5.00,0.00,BR
CMI,2016-08-03 10:53,69.98,69.08,80.00,4.00,0.00,BR
CMI,2016-08-03 11:40,71.96,69.98,80.00,4.00,0.00,BR
CMI,2016-08-03 11:53,73.04,71.06,80.00,4.00,0.00,BR
CMI,2016-08-03 12:53,75.02,71.96,110.00,4.00,0.00,BR
CMI,2016-08-03 13:53,75.92,69.98,100.00,6.00,0.00,M
CMI,2016-08-03 14:53,80.96,69.98,130.00,7.00,0.00,M
CMI,2016-08-03 15:53,82.94,71.06,120.00,7.00,0.00,M
CMI,2016-08-03 16:53,84.02,71.96,90.00,5.00,0.00,M
CMI,2016-08-03 17:53,86.00,73.04,120.00,7.00,0.00,M
CMI,2016-08-03 18:53,84.92,71.96,110.00,7.00,0.00,M
CMI,2016-08-03 19:53,84.92,71.96,100.00,6.00,0.00,M
CMI,2016-08-03 20:53,84.92,71.96,130.00,4.00,0.00,M
CMI,2016-08-03 21:53,86.00,71.96,110.00,6.00,0.00,M
CMI,2016-08-03 22:53,84.92,71.96,110.00,7.00,0.00,M
CMI,2016-08-03 23:53,80.96,71.96,80.00,4.00,0.00,M
CMI,2016-08-04 00:53,78.08,71.96,0.00,0.00,0.00,M
CMI,2016-08-04 01:53,77.00,71.06,70.00,4.00,0.00,M
CMI,2016-08-04 02:53,73.04,69.98,80.00,3.00,0.00,M
CMI,2016-08-04 03:53,73.94,69.08,70.00,6.00,0.00,M
CMI,2016-08-04 04:53,73.04,69.08,60.00,4.00,0.00,M
CMI,2016-08-04 05:53,73.04,69.08,60.00,4.00,0.00,M
CMI,2016-08-04 06:53,73.04,69.08,70.00,5.00,0.00,M
CMI,2016-08-04 07:53,73.04,68.00,70.00,3.00,0.00,M
CMI,2016-08-04 08:53,69.98,66.92,320.00,4.00,0.00,M
CMI,2016-08-04 09:53,69.08,66.92,0.00,0.00,0.00,M
CMI,2016-08-04 10:53,68.00,66.02,0.00,0.00,0.00,BR
CMI,2016-08-04 11:53,71.06,68.00,50.00,3.00,0.00,M
CMI,2016-08-04 12:53,75.02,69.08,50.00,5.00,0.00,M
CMI,2016-08-04 13:53,80.06,69.08,0.00,0.00,0.00,M
CMI,2016-08-04 14:53,82.94,69.08,0.00,0.00,0.00,M
CMI,2016-08-04 15:53,84.92,71.06,0.00,0.00,0.00,M
CMI,2016-08-04 16:53,86.00,71.96,M,4.00,0.00,M
CMI,2016-08-04 17:53,86.00,73.94,170.00,3.00,0.00,M
CMI,2016-08-04 18:53,86.00,73.04,0.00,0.00,0.00,M
CMI,2016-08-04 19:53,87.98,73.94,170.00,3.00,0.00,M
CMI,2016-08-04 20:53,87.08,73.94,220.00,4.00,0.00,M
CMI,2016-08-04 21:53,87.98,73.04,0.00,0.00,0.00,M
CMI,2016-08-04 22:53,86.00,73.94,200.00,3.00,0.00,M
CMI,2016-08-04 23:53,84.02,75.92,190.00,4.00,0.00,M
CMI,2016-08-05 00:53,78.98,73.94,170.00,3.00,0.00,M
CMI,2016-08-05 01:53,75.02,71.96,170.00,4.00,0.00,BR
CMI,2016-08-05 02:53,73.94,71.06,0.00,0.00,0.00,M
CMI,2016-08-05 03:53,71.96,69.98,170.00,5.00,0.00,BR
CMI,2016-08-05 04:53,73.04,69.98,180.00,5.00,0.00,BR
CMI,2016-08-05 05:53,75.02,71.96,190.00,5.00,0.00,BR
CMI,2016-08-05 06:53,73.04,71.96,280.00,5.00,0.00,BR
CMI,2016-08-05 08:53,73.94,71.06,220.00,7.00,0.00,BR
CMI,2016-08-05 09:53,73.04,69.98,220.00,7.00,0.00,M
CMI,2016-08-05 10:53,71.96,69.08,240.00,8.00,0.00,M
CMI,2016-08-05 11:49,71.60,69.80,350.00,5.00,0.00,M
CMI,2016-08-05 11:53,71.96,69.08,350.00,5.00,0.00,M
CMI,2016-08-05 12:53,73.94,69.08,0.00,0.00,0.00,M
CMI,2016-08-05 13:53,78.08,69.98,0.00,0.00,0.00,M
CMI,2016-08-05 14:53,80.06,69.98,0.00,0.00,0.00,M
CMI,2016-08-05 15:53,80.96,71.06,290.00,5.00,0.00,M
CMI,2016-08-05 16:53,82.04,71.96,270.00,9.00,0.00,M
CMI,2016-08-05 17:06,80.96,71.06,300.00,7.00,0.00,M
CMI,2016-08-05 17:53,82.94,71.96,280.00,9.00,0.00,M
CMI,2016-08-05 18:53,82.04,71.96,280.00,6.00,0.00,M
CMI,2016-08-05 19:53,80.06,71.96,290.00,9.00,0.00,M
CMI,2016-08-05 20:01,78.98,71.96,300.00,10.00,0.00,M
CMI,2016-08-05 20:51,78.80,73.40,290.00,7.00,0.00,M
CMI,2016-08-05 20:53,78.98,73.04,290.00,7.00,0.00,M
CMI,2016-08-05 21:53,80.96,73.04,280.00,5.00,0.00,M
CMI,2016-08-05 22:53,80.96,73.04,310.00,7.00,0.00,M
CMI,2016-08-05 23:53,80.96,71.06,310.00,6.00,0.00,M
CMI,2016-08-06 00:53,75.92,71.06,310.00,4.00,0.00,M
CMI,2016-08-06 01:53,73.94,71.06,290.00,4.00,0.00,M
CMI,2016-08-06 02:53,71.96,69.08,320.00,5.00,0.00,M
CMI,2016-08-06 03:53,71.96,68.00,330.00,5.00,0.00,M
CMI,2016-08-06 04:53,69.98,66.92,310.00,4.00,0.00,M
CMI,2016-08-06 05:53,69.08,66.02,330.00,3.00,0.00,M
CMI,2016-08-06 06:53,68.00,64.94,340.00,5.00,0.00,M
CMI,2016-08-06 07:53,68.00,64.04,350.00,5.00,0.00,M
CMI,2016-08-06 08:53,66.92,64.04,350.00,5.00,0.00,M
CMI,2016-08-06 09:53,64.94,62.96,340.00,4.00,0.00,M
CMI,2016-08-06 10:53,66.92,62.96,350.00,6.00,0.00,M
CMI,2016-08-06 11:53,68.00,64.04,350.00,5.00,0.00,M
CMI,2016-08-06 12:53,69.98,64.94,360.00,6.00,0.00,M
CMI,2016-08-06 13:53,73.04,66.02,10.00,6.00,0.00,M
CMI,2016-08-06 14:53,75.92,66.92,360.00,6.00,0.00,M
CMI,2016-08-06 15:53,78.98,66.92,80.00,5.00,0.00,M
CMI,2016-08-06 16:53,80.06,66.02,M,4.00,0.00,M
CMI,2016-08-06 17:53,80.96,66.92,M,4.00,0.00,M
CMI,2016-08-06 18:53,80.96,64.04,350.00,8.00,0.00,M
CMI,2016-08-06 19:53,82.04,64.04,290.00,7.00,0.00,M
CMI,2016-08-06 20:53,82.04,64.04,310.00,6.00,0.00,M
CMI,2016-08-06 21:53,80.96,62.96,360.00,10.00,0.00,M
CMI,2016-08-06 22:53,80.06,62.06,330.00,9.00,0.00,M
CMI,2016-08-06 23:53,78.08,62.06,350.00,7.00,0.00,M
CMI,2016-08-07 00:53,71.96,62.06,340.00,6.00,0.00,M
CMI,2016-08-07 01:53,68.00,62.06,330.00,5.00,0.00,M
CMI,2016-08-07 02:53,68.00,62.06,350.00,6.00,0.00,M
CMI,2016-08-07 03:53,66.92,62.06,350.00,3.00,0.00,M
CMI,2016-08-07 04:53,66.92,62.06,10.00,5.00,0.00,M
CMI,2016-08-07 05:53,64.94,62.06,10.00,5.00,0.00,M
CMI,2016-08-07 06:53,64.94,60.98,0.00,0.00,0.00,M
CMI,2016-08-07 07:53,64.04,60.08,40.00,5.00,0.00,M
CMI,2016-08-07 08:53,66.02,60.08,40.00,5.00,0.00,M
CMI,2016-08-07 09:53,66.02,59.00,50.00,5.00,0.00,M
CMI,2016-08-07 10:53,64.04,57.92,50.00,6.00,0.00,M
CMI,2016-08-07 11:53,64.94,59.00,60.00,7.00,0.00,M
CMI,2016-08-07 12:53,68.00,60.08,60.00,7.00,0.00,M
CMI,2016-08-07 13:53,73.04,60.08,50.00,7.00,0.00,M
CMI,2016-08-07 14:53,75.92,60.08,70.00,8.00,0.00,M
CMI,2016-08-07 15:53,78.08,62.96,50.00,8.00,0.00,M
CMI,2016-08-07 16:53,80.06,60.98,80.00,8.00,0.00,M
CMI,2016-08-07 17:53,82.94,60.98,20.00,6.00,0.00,M
CMI,2016-08-07 18:53,82.94,62.06,10.00,11.00,0.00,M
CMI,2016-08-07 19:53,80.96,60.08,40.00,5.00,0.00,M
CMI,2016-08-07 20:53,82.04,62.06,30.00,8.00,0.00,M
CMI,2016-08-07 21:53,82.04,60.08,10.00,8.00,0.00,M
CMI,2016-08-07 22:53,78.08,60.08,50.00,9.00,0.00,M
CMI,2016-08-07 23:53,78.08,60.08,60.00,9.00,0.00,M
CMI,2016-08-08 00:53,73.04,62.06,50.00,4.00,0.00,M
CMI,2016-08-08 01:53,69.08,60.98,50.00,4.00,0.00,M
CMI,2016-08-08 02:53,69.08,60.98,40.00,6.00,0.00,M
CMI,2016-08-08 03:53,66.92,60.08,360.00,4.00,0.00,M
CMI,2016-08-08 04:53,69.08,62.06,40.00,7.00,0.00,M
CMI,2016-08-08 05:53,68.00,62.06,40.00,6.00,0.00,M
CMI,2016-08-08 06:53,66.92,62.06,30.00,3.00,0.00,M
CMI,2016-08-08 07:53,66.92,62.06,40.00,5.00,0.00,M
CMI,2016-08-08 08:53,66.92,62.06,50.00,6.00,0.00,M
CMI,2016-08-08 09:53,66.92,62.06,70.00,7.00,0.00,M
CMI,2016-08-08 10:53,66.02,60.98,50.00,6.00,0.00,M
CMI,2016-08-08 11:53,66.92,62.06,60.00,5.00,0.00,M
CMI,2016-08-08 12:53,69.08,62.96,50.00,8.00,0.00,M
CMI,2016-08-08 13:53,71.06,64.94,60.00,5.00,0.00,M
CMI,2016-08-08 14:53,75.02,66.92,110.00,6.00,0.00,M
CMI,2016-08-08 15:53,78.08,69.08,130.00,4.00,0.00,M
CMI,2016-08-08 16:53,82.04,69.08,130.00,5.00,0.00,M
CMI,2016-08-08 17:53,80.96,69.08,140.00,5.00,0.00,M
CMI,2016-08-08 18:53,82.04,69.08,120.00,5.00,0.00,M
CMI,2016-08-08 19:53,82.04,66.92,120.00,6.00,0.00,M
CMI,2016-08-08 20:53,82.94,66.92,120.00,7.00,0.00,M
CMI,2016-08-08 21:53,82.94,69.08,120.00,7.00,0.00,M
CMI,2016-08-08 22:53,80.96,69.08,100.00,3.00,0.00,M
CMI,2016-08-08 23:53,80.06,71.06,90.00,4.00,0.00,M
CMI,2016-08-09 00:53,77.00,68.00,80.00,4.00,0.00,M
CMI,2016-08-09 01:53,73.94,66.92,70.00,3.00,0.00,M
CMI,2016-08-09 02:53,71.06,66.92,70.00,5.00,0.00,M
CMI,2016-08-09 03:53,71.06,66.02,70.00,4.00,0.00,M
CMI,2016-08-09 04:53,71.06,66.92,70.00,5.00,0.00,M
CMI,2016-08-09 05:53,69.08,64.94,80.00,4.00,0.00,M
CMI,2016-08-09 06:53,68.00,64.04,80.00,4.00,0.00,M
CMI,2016-08-09 07:53,66.92,62.96,70.00,4.00,0.00,M
CMI,2016-08-09 08:53,68.00,64.04,70.00,4.00,0.00,M
CMI,2016-08-09 09:53,69.08,62.96,60.00,4.00,0.00,M
CMI,2016-08-09 10:53,66.92,60.98,70.00,5.00,0.00,M
