Hourly Obs
Month/Year: 08/2015
Station Location: CHICAGO O'HARE INTERNATIONAL AIRPORT (94846)
Lat: 41.995
Lon: -87.933
Elev: 662 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
94846,20150810,0839,11,SCT017 BKN026 BKN055, , 9.00, , , ,76, ,24.4, ,71, ,21.5, ,68, ,20.0, , 76, , 7, ,350, , , ,29.16, , , , , ,M, ,SP, , , ,29.88, 
94846,20150810,0851,11,FEW017 BKN028 BKN150, ,10.00, , , ,78, ,25.6, ,71, ,21.8, ,68, ,20.0, , 71, , 6, ,VR , , , ,29.16, , , , , ,29.87, ,AA, , , ,29.88, 
94846,20150810,0902,11,SCT022 SCT028 BKN150, ,10.00, , , ,79, ,26.1, ,72, ,22.0, ,68, ,20.0, , 69, , 5, ,030, , , ,29.16, , , , , ,M, ,SP, , , ,29.88, 
94846,20150810,0951,11,FEW024 SCT045 BKN075, ,10.00, , , ,81, ,27.2, ,72, ,22.0, ,67, ,19.4, , 63, , 3, ,VR , , , ,29.16, , , , , ,29.86, ,AA, , , ,29.88, 
94846,20150810,1051,11,SCT033TCU BKN080 BKN200, ,10.00, , , ,84, ,28.9, ,72, ,22.2, ,66, ,18.9, , 55, , 3, ,020, , , ,29.15, , , , , ,29.85, ,AA, , , ,29.87, 
94846,20150810,1151,11,SCT037 BKN070 OVC140, ,10.00, , , ,81, ,27.2, ,71, ,21.7, ,66, ,18.9, , 60, , 8, ,300, , , ,29.13, , , , , ,29.83, ,AA, ,  T, ,29.85, 
94846,20150810,1251,11,SCT049 BKN070 BKN100, ,10.00, ,-RA, ,76, ,24.4, ,72, ,22.2, ,70, ,21.1, , 82, ,14, ,310, , , ,29.14, , , , , ,29.84, ,AA, ,  T, ,29.86, 
94846,20150810,1351,11,SCT048 BKN120 BKN200, ,10.00, , , ,83, ,28.3, ,72, ,22.3, ,67, ,19.4, , 59, , 7, ,310, , , ,29.13, , , , , ,29.83, ,AA, ,  T, ,29.85, 
94846,20150810,1410,11,SCT029 BKN041 OVC120, ,10.00, , , ,77, ,25.0, ,70, ,21.3, ,67, ,19.4, , 71, ,22, ,030, ,26, ,29.13, , , , , ,M, ,SP, , , ,29.85, 
94846,20150810,1451,11,FEW042 SCT055 BKN110, ,10.00, , , ,71, ,21.7, ,68, ,20.2, ,67, ,19.4, , 87, , 7, ,360, , , ,29.14, , , , , ,29.85, ,AA, ,0.01, ,29.86, 
94846,20150810,1551,11,SCT045 SCT080 BKN095, , 8.00, , , ,75, ,23.9, ,70, ,20.9, ,67, ,19.4, , 76, , 9, ,340, , , ,29.12, , , , , ,29.83, ,AA, ,0.01, ,29.84, 
94846,20150810,1651,11,FEW050 SCT120 BKN140, ,10.00, , , ,74, ,23.3, ,70, ,21.1, ,68, ,20.0, , 82, , 9, ,330, , , ,29.14, , , , , ,29.84, ,AA, ,  T, ,29.86, 
94846,20150810,1751,11,FEW055 FEW120 SCT250, ,10.00, , , ,77, ,25.0, ,70, ,21.3, ,67, ,19.4, , 71, ,10, ,360, , , ,29.14, , , , , ,29.84, ,AA, , , ,29.86, 
94846,20150810,1851,11,FEW120 FEW250, ,10.00, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, , 71, , 9, ,360, , , ,29.15, , , , , ,29.86, ,AA, , , ,29.87, 
94846,20150810,1951,11,FEW050 FEW120 SCT250, ,10.00, , , ,72, ,22.2, ,68, ,19.7, ,65, ,18.3, , 79, , 5, ,320, , , ,29.18, , , , , ,29.88, ,AA, , , ,29.90, 
94846,20150810,2051,11,FEW120 FEW250, ,10.00, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, , 84, , 6, ,320, , , ,29.19, , , , , ,29.90, ,AA, , , ,29.91, 
94846,20150810,2151,11,FEW050 SCT250, ,10.00, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, , 84, , 5, ,310, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150810,2251,11,FEW050 FEW120, ,10.00, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, , 84, , 6, ,300, , , ,29.20, , , , , ,29.90, ,AA, , , ,29.92, 
94846,20150810,2351,11,FEW050, ,10.00, , , ,69, ,20.6, ,66, ,19.1, ,65, ,18.3, , 87, , 3, ,300, , , ,29.20, , , , , ,29.91, ,AA, , , ,29.92, 
94846,20150811,0051,11,FEW080, ,10.00, , , ,68, ,20.0, ,65, ,18.6, ,64, ,17.8, , 87, , 3, ,310, , , ,29.21, , , , , ,29.92, ,AA, , , ,29.93, 
94846,20150811,0151,11,FEW080, ,10.00, , , ,69, ,20.6, ,65, ,18.4, ,63, ,17.2, , 81, , 7, ,330, , , ,29.22, , , , , ,29.93, ,AA, , , ,29.94, 
94846,20150811,0251,11,CLR, ,10.00, , , ,68, ,20.0, ,65, ,18.2, ,63, ,17.2, , 84, , 9, ,350, , , ,29.23, , , , , ,29.94, ,AA, , , ,29.95, 
94846,20150811,0351,11,FEW080, ,10.00, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, , 87, , 5, ,340, , , ,29.25, , , , , ,29.96, ,AA, , , ,29.97, 
94846,20150811,0451,11,FEW080 FEW250, ,10.00, , , ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, , 90, , 6, ,330, , , ,29.27, , , , , ,29.98, ,AA, , , ,29.99, 
94846,20150811,0551,11,SCT024 SCT090 BKN250, ,10.00, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, , 84, , 6, ,340, , , ,29.30, , , , , ,30.01, ,AA, , , ,30.02, 
94846,20150811,0651,11,SCT026 SCT080, ,10.00, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, , 5, ,350, , , ,29.31, , , , , ,30.01, ,AA, , , ,30.03, 
94846,20150811,0751,11,FEW016 FEW028, ,10.00, , , ,73, ,22.8, ,67, ,19.6, ,64, ,17.8, , 74, , 7, ,020, , , ,29.32, , , , , ,30.03, ,AA, , , ,30.04, 
94846,20150811,0851,11,FEW024 SCT250, ,10.00, , , ,76, ,24.4, ,67, ,19.5, ,62, ,16.7, , 62, , 8, ,010, , , ,29.33, , , , , ,30.04, ,AA, , , ,30.05, 
94846,20150811,0951,11,BKN034, ,10.00, , , ,77, ,25.0, ,67, ,19.7, ,62, ,16.7, , 60, , 8, ,350, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150811,1051,11,FEW044 BKN065, ,10.00, , , ,80, ,26.7, ,67, ,19.3, ,59, ,15.0, , 49, , 8, ,350, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150811,1151,11,SCT045 BKN085, ,10.00, , , ,81, ,27.2, ,68, ,20.1, ,61, ,16.1, , 51, , 9, ,070, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150811,1251,11,FEW044 SCT080, ,10.00, , , ,80, ,26.7, ,67, ,19.6, ,60, ,15.6, , 51, , 8, ,040, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150811,1351,11,FEW040 BKN090, ,10.00, , , ,76, ,24.4, ,67, ,19.5, ,62, ,16.7, , 62, ,13, ,050, , , ,29.35, , , , , ,30.06, ,AA, , , ,30.07, 
94846,20150811,1451,11,FEW040 SCT090, ,10.00, , , ,78, ,25.6, ,66, ,18.7, ,58, ,14.4, , 50, ,15, ,060, , , ,29.35, , , , , ,30.06, ,AA, , , ,30.07, 
94846,20150811,1551,11,FEW040 FEW090, ,10.00, , , ,77, ,25.0, ,64, ,17.9, ,56, ,13.3, , 48, ,11, ,060, , , ,29.35, , , , , ,30.06, ,AA, , , ,30.07, 
94846,20150811,1651,11,FEW040 FEW090, ,10.00, , , ,76, ,24.4, ,63, ,17.4, ,55, ,12.8, , 48, ,10, ,040, , , ,29.36, , , , , ,30.07, ,AA, , , ,30.08, 
94846,20150811,1751,11,FEW040 FEW090, ,10.00, , , ,75, ,23.9, ,61, ,16.1, ,51, ,10.6, , 43, , 9, ,060, , , ,29.36, , , , , ,30.07, ,AA, , , ,30.08, 
94846,20150811,1851,11,FEW055, ,10.00, , , ,71, ,21.7, ,60, ,15.6, ,52, ,11.1, , 51, , 6, ,080, , , ,29.37, , , , , ,30.08, ,AA, , , ,30.09, 
94846,20150811,1951,11,FEW055, ,10.00, , , ,71, ,21.7, ,61, ,15.8, ,53, ,11.7, , 53, , 3, ,210, , , ,29.37, , , , , ,30.08, ,AA, , , ,30.09, 
94846,20150811,2051,11,FEW060, ,10.00, , , ,70, ,21.1, ,60, ,15.3, ,52, ,11.1, , 53, , 0, ,000, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150811,2151,11,CLR, ,10.00, , , ,70, ,21.1, ,60, ,15.6, ,53, ,11.7, , 55, , 0, ,000, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150811,2251,11,CLR, ,10.00, , , ,67, ,19.4, ,60, ,15.2, ,54, ,12.2, , 63, , 3, ,270, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150811,2351,11,CLR, ,10.00, , , ,66, ,18.9, ,59, ,15.0, ,54, ,12.2, , 65, , 0, ,000, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150812,0051,11,CLR, ,10.00, , , ,64, ,17.8, ,59, ,15.2, ,56, ,13.3, , 75, , 0, ,000, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150812,0151,11,CLR, ,10.00, , , ,65, ,18.3, ,60, ,15.4, ,56, ,13.3, , 73, , 0, ,000, , , ,29.41, , , , , ,30.11, ,AA, , , ,30.13, 
94846,20150812,0251,11,CLR, ,10.00, , , ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, , 0, ,000, , , ,29.41, , , , , ,30.13, ,AA, , , ,30.14, 
94846,20150812,0351,11,FEW020, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 0, ,000, , , ,29.42, , , , , ,30.14, ,AA, , , ,30.15, 
94846,20150812,0451,11,FEW020 FEW060, ,10.00, , , ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 5, ,010, , , ,29.44, , , , , ,30.14, ,AA, , , ,30.16, 
94846,20150812,0551,11,FEW020, ,10.00, , , ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, , 3, ,020, , , ,29.44, , , , , ,30.15, ,AA, , , ,30.16, 
94846,20150812,0651,11,FEW020, ,10.00, , , ,70, ,21.1, ,64, ,18.0, ,61, ,16.1, , 73, , 7, ,060, , , ,29.44, , , , , ,30.16, ,AA, , , ,30.17, 
94846,20150812,0751,11,SCT024, ,10.00, , , ,72, ,22.2, ,65, ,18.1, ,60, ,15.6, , 66, , 7, ,070, , , ,29.47, , , , , ,30.18, ,AA, , , ,30.19, 
94846,20150812,0851,11,SCT026, ,10.00, , , ,72, ,22.2, ,65, ,18.1, ,60, ,15.6, , 66, , 5, ,020, , , ,29.47, , , , , ,30.18, ,AA, , , ,30.19, 
94846,20150812,0951,11,SCT031, ,10.00, , , ,76, ,24.4, ,66, ,18.9, ,60, ,15.6, , 58, , 5, ,040, , , ,29.47, , , , , ,30.17, ,AA, , , ,30.19, 
94846,20150812,1051,11,BKN041 BKN055, ,10.00, , , ,76, ,24.4, ,64, ,18.0, ,57, ,13.9, , 52, , 5, ,080, , , ,29.44, , , , , ,30.16, ,AA, , , ,30.17, 
94846,20150812,1151,11,SCT039 BKN050, ,10.00, , , ,76, ,24.4, ,66, ,18.6, ,59, ,15.0, , 56, , 7, ,020, , , ,29.44, , , , , ,30.15, ,AA, , , ,30.16, 
94846,20150812,1251,11,SCT041, ,10.00, , , ,78, ,25.6, ,67, ,19.2, ,60, ,15.6, , 54, , 9, ,020, , , ,29.42, , , , , ,30.14, ,AA, , , ,30.15, 
94846,20150812,1351,11,SCT039, ,10.00, , , ,79, ,26.1, ,67, ,19.4, ,60, ,15.6, , 52, , 6, ,VR , , , ,29.41, , , , , ,30.13, ,AA, , , ,30.14, 
94846,20150812,1451,11,SCT040, ,10.00, , , ,78, ,25.6, ,67, ,19.2, ,60, ,15.6, , 54, , 6, ,080, , , ,29.41, , , , , ,30.12, ,AA, , , ,30.13, 
94846,20150812,1551,11,FEW045, ,10.00, , , ,79, ,26.1, ,67, ,19.4, ,60, ,15.6, , 52, , 6, ,070, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150812,1651,11,FEW046, ,10.00, , , ,80, ,26.7, ,65, ,18.5, ,56, ,13.3, , 44, , 7, ,VR , , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150812,1751,11,FEW046, ,10.00, , , ,77, ,25.0, ,66, ,19.1, ,60, ,15.6, , 56, , 8, ,100, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150812,1851,11,FEW250, ,10.00, , , ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, , 64, , 7, ,130, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150812,1951,11,FEW250, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 5, ,150, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150812,2051,11,CLR, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 6, ,180, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150812,2151,11,CLR, ,10.00, , , ,69, ,20.6, ,64, ,17.5, ,60, ,15.6, , 73, , 8, ,190, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150812,2251,11,CLR, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 5, ,210, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150812,2351,11,CLR, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, , 5, ,210, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150813,0051,11,CLR, ,10.00, , , ,68, ,20.0, ,64, ,17.6, ,61, ,16.1, , 78, , 5, ,230, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, 
94846,20150813,0151,11,SCT250, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, , 3, ,220, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, 
94846,20150813,0251,11,SCT250, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, , 5, ,230, , , ,29.37, , , , , ,30.08, ,AA, , , ,30.09, 
94846,20150813,0351,11,SCT250, ,10.00, , , ,66, ,18.9, ,62, ,16.8, ,60, ,15.6, , 81, , 0, ,000, , , ,29.38, , , , , ,30.08, ,AA, , , ,30.10, 
94846,20150813,0451,11,FEW250, ,10.00, , , ,66, ,18.9, ,62, ,16.8, ,60, ,15.6, , 81, , 5, ,220, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.12, 
94846,20150813,0551,11,FEW200 FEW300, ,10.00, , , ,67, ,19.4, ,63, ,17.0, ,60, ,15.6, , 78, , 6, ,250, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150813,0651,11,FEW200 FEW300, ,10.00, , , ,70, ,21.1, ,64, ,17.7, ,60, ,15.6, , 71, , 8, ,250, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150813,0751,11,FEW180 SCT300, ,10.00, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, , 62, ,10, ,250, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150813,0851,11,FEW180 BKN300, ,10.00, , , ,78, ,25.6, ,67, ,19.6, ,61, ,16.1, , 56, ,13, ,240, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150813,0951,11,FEW160 SCT300, ,10.00, , , ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, ,13, ,210, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150813,1051,11,FEW160 SCT300, ,10.00, , , ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, ,14, ,240, ,20, ,29.37, , , , , ,30.08, ,AA, , , ,30.09, 
94846,20150813,1151,11,SCT160 BKN300, ,10.00, , , ,84, ,28.9, ,69, ,20.6, ,61, ,16.1, , 46, ,20, ,250, ,24, ,29.36, , , , , ,30.07, ,AA, , , ,30.08, 
94846,20150813,1251,11,BKN150 BKN300, ,10.00, , , ,83, ,28.3, ,69, ,20.5, ,61, ,16.1, , 48, ,14, ,250, ,22, ,29.36, , , , , ,30.07, ,AA, , , ,30.08, 
94846,20150813,1351,11,BKN150 BKN300, ,10.00, , , ,83, ,28.3, ,68, ,20.2, ,60, ,15.6, , 46, ,17, ,250, ,26, ,29.35, , , , , ,30.06, ,AA, , , ,30.07, 
94846,20150813,1451,11,SCT150 BKN300, ,10.00, , , ,84, ,28.9, ,69, ,20.6, ,61, ,16.1, , 46, ,16, ,240, ,21, ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150813,1551,11,SCT150 BKN300, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, ,14, ,240, ,22, ,29.33, , , , , ,30.03, ,AA, , , ,30.05, 
94846,20150813,1651,11,SCT160 OVC250, ,10.00, , , ,81, ,27.2, ,68, ,20.1, ,61, ,16.1, , 51, ,13, ,230, ,20, ,29.33, , , , , ,30.03, ,AA, , , ,30.05, 
94846,20150813,1751,11,FEW120 SCT150 BKN250, ,10.00, , , ,79, ,26.1, ,68, ,20.0, ,62, ,16.7, , 56, ,13, ,250, , , ,29.32, , , , , ,30.03, ,AA, , , ,30.04, 
94846,20150813,1851,11,FEW120 SCT160 BKN250, ,10.00, , , ,78, ,25.6, ,68, ,19.9, ,62, ,16.7, , 58, , 7, ,230, , , ,29.32, , , , , ,30.02, ,AA, , , ,30.04, 
94846,20150813,1951,11,FEW120 SCT160 BKN250, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.2, , 62, , 9, ,220, , , ,29.31, , , , , ,30.02, ,AA, , , ,30.03, 
94846,20150813,2051,11,FEW160 BKN250, ,10.00, , , ,76, ,24.4, ,68, ,20.1, ,64, ,17.8, , 67, , 7, ,220, , , ,29.32, , , , , ,30.02, ,AA, , , ,30.04, 
94846,20150813,2151,11,BKN065 BKN080, ,10.00, , , ,76, ,24.4, ,69, ,20.4, ,65, ,18.3, , 69, , 8, ,230, ,16, ,29.34, , , , , ,30.05, ,AA, , , ,30.06, 
94846,20150813,2251,11,BKN070 BKN250, ,10.00, , , ,75, ,23.9, ,69, ,20.3, ,65, ,18.3, , 71, ,11, ,240, , , ,29.34, , , , , ,30.05, ,AA, , , ,30.06, 
94846,20150813,2351,11,SCT090 BKN110 OVC250, ,10.00, , , ,74, ,23.3, ,68, ,20.1, ,65, ,18.3, , 74, , 9, ,240, , , ,29.35, , , , , ,30.05, ,AA, , , ,30.07, 
94846,20150814,0051,11,SCT047 BKN060 BKN080, ,10.00, , , ,74, ,23.3, ,68, ,20.1, ,65, ,18.3, , 74, , 8, ,240, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150814,0151,11,FEW047 FEW065 OVC250, ,10.00, , , ,74, ,23.3, ,68, ,19.7, ,64, ,17.8, , 71, ,11, ,240, , , ,29.33, , , , , ,30.03, ,AA, , , ,30.05, 
94846,20150814,0251,11,FEW039 OVC050, ,10.00, , , ,75, ,23.9, ,68, ,19.9, ,64, ,17.8, , 69, ,10, ,250, , , ,29.34, , , , , ,30.04, ,AA, , , ,30.06, 
94846,20150814,0351,11,FEW055 OVC220, ,10.00, , , ,73, ,22.8, ,68, ,19.9, ,65, ,18.3, , 76, , 9, ,260, , , ,29.35, , , , , ,30.06, ,AA, , , ,30.07, 
94846,20150814,0451,11,FEW055 OVC200, ,10.00, , , ,73, ,22.8, ,68, ,19.9, ,65, ,18.3, , 76, ,10, ,260, , , ,29.36, , , , , ,30.06, ,AA, , , ,30.08, 
94846,20150814,0551,11,FEW055 OVC190, ,10.00, , , ,72, ,22.2, ,68, ,19.7, ,65, ,18.3, , 79, , 8, ,250, , , ,29.37, , , , , ,30.07, ,AA, , , ,30.09, 
94846,20150814,0651,11,FEW055 FEW110 OVC180, ,10.00, , , ,73, ,22.8, ,68, ,20.2, ,66, ,18.9, , 79, , 9, ,260, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150814,0751,11,FEW100 BKN160 OVC190, ,10.00, , , ,74, ,23.3, ,69, ,20.8, ,67, ,19.4, , 79, ,10, ,260, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.12, 
94846,20150814,0851,11,FEW100 SCT140 OVC170, ,10.00, , , ,76, ,24.4, ,71, ,21.5, ,68, ,20.0, , 76, ,10, ,280, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150814,0951,11,FEW070 SCT110 OVC160, ,10.00, , , ,76, ,24.4, ,71, ,21.8, ,69, ,20.6, , 79, , 8, ,250, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
94846,20150814,1051,11,BKN140 BKN180, ,10.00, , , ,81, ,27.2, ,74, ,23.0, ,70, ,21.1, , 69, ,13, ,250, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.12, 
94846,20150814,1151,11,BKN160, ,10.00, , , ,84, ,28.9, ,74, ,23.2, ,69, ,20.6, , 61, ,10, ,240, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150814,1251,11,BKN170, ,10.00, , , ,85, ,29.4, ,74, ,23.3, ,69, ,20.6, , 59, , 8, ,260, , , ,29.37, , , , , ,30.08, ,AA, , , ,30.09, 
94846,20150814,1351,11,BKN170, ,10.00, , , ,88, ,31.1, ,74, ,23.1, ,67, ,19.4, , 50, , 9, ,260, , , ,29.36, , , , , ,30.06, ,AA, , , ,30.08, 
94846,20150814,1451,11,SCT170 BKN250, ,10.00, , , ,89, ,31.7, ,75, ,23.6, ,68, ,20.0, , 50, , 9, ,260, , , ,29.35, , , , , ,30.05, ,AA, , , ,30.07, 
94846,20150814,1551,11,FEW170 BKN250, ,10.00, , , ,87, ,30.6, ,75, ,23.6, ,69, ,20.6, , 55, ,16, ,240, , , ,29.35, , , , , ,30.05, ,AA, , , ,30.07, 
94846,20150814,1651,11,SCT160 BKN250, ,10.00, , , ,87, ,30.6, ,75, ,24.0, ,70, ,21.1, , 57, ,10, ,270, , , ,29.35, , , , , ,30.05, ,AA, , , ,30.07, 
94846,20150814,1751,11,SCT160 BKN250, ,10.00, , , ,85, ,29.4, ,73, ,23.0, ,68, ,20.0, , 57, , 9, ,260, , , ,29.35, , , , , ,30.05, ,AA, , , ,30.07, 
94846,20150814,1851,11,BKN150 BKN250, ,10.00, , , ,84, ,28.9, ,73, ,22.5, ,67, ,19.4, , 57, ,11, ,250, , , ,29.33, , , , , ,30.03, ,AA, , , ,30.05, 
94846,20150814,1951,11,FEW060 BKN150 OVC250, ,10.00, , , ,83, ,28.3, ,74, ,23.3, ,70, ,21.1, , 65, ,11, ,270, , , ,29.36, , , , , ,30.06, ,AA, , , ,30.08, 
94846,20150814,2001,11,FEW060CB BKN150 OVC250, ,10.00, ,TS, ,83, ,28.3, ,74, ,23.3, ,70, ,21.1, , 65, ,14, ,280, , , ,29.36, , , , , ,M, ,SP, , , ,30.08, 
94846,20150814,2010,11,SCT045CB SCT065 OVC150, , 8.00, ,-TSRA, ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, ,25, ,360, ,40, ,29.39, , , , , ,M, ,SP, , , ,30.11, 
94846,20150814,2017,11,SCT045CB SCT065, , 4.00, , , ,73, ,22.8, ,66, ,18.9, ,62, ,16.7, , 69, ,18, ,320, ,33, ,29.39, , , , , ,M, ,SP, , , ,30.12, 
94846,20150814,2024,11,SCT045CB SCT065, , 6.00, , , ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, , 76, ,23, ,330, ,32, ,29.41, , , , , ,M, ,SP, , , ,30.13, 
94846,20150814,2051,11,SCT060CB BKN100 OVC120, , 6.00, ,TSRA, ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, , 9, ,350, , , ,29.41, , , , , ,30.13, ,AA, ,0.10,s,30.14, 
94846,20150814,2151,11,FEW090CB OVC120, ,10.00, ,-TSRA, ,70, ,21.1, ,66, ,18.6, ,63, ,17.2, , 79, ,13, ,180, , , ,29.34, , , , , ,30.05, ,AA, ,0.11, ,30.06, 
94846,20150814,2210,11,FEW120 OVC180, ,10.00, , , ,70, ,21.1, ,67, ,19.3, ,65, ,18.3, , 84, , 9, ,260, , , ,29.37, , , , , ,M, ,SP, , , ,30.09, 
94846,20150814,2251,11,BKN110 BKN150, ,10.00, , , ,69, ,20.6, ,66, ,19.1, ,65, ,18.3, , 87, ,10, ,260, ,20, ,29.38, , , , , ,30.09, ,AA, ,  T, ,30.10, 
94846,20150814,2351,11,BKN050 OVC230, ,10.00, , , ,68, ,20.0, ,66, ,18.9, ,65, ,18.3, , 90, , 0, ,000, , , ,29.39, , , , , ,30.09, ,AA, , , ,30.11, 
94846,20150815,0018,11,FEW020 OVC055CB, ,10.00, ,TS, ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, , 64, , 8, ,200, ,22, ,29.39, , , , , ,M, ,SP, , , ,30.12, 
94846,20150815,0051,11,BKN055CB BKN100 OVC160, ,10.00, ,TS, ,70, ,21.1, ,65, ,18.3, ,62, ,16.7, , 76, ,15, ,160, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150815,0107,11,SCT050 BKN140, ,10.00, , , ,69, ,20.6, ,65, ,18.1, ,62, ,16.7, , 79, ,10, ,190, , , ,29.38, , , , , ,M, ,SP, , , ,30.10, 
94846,20150815,0151,11,SCT055 BKN070 BKN095, ,10.00, , , ,70, ,21.1, ,66, ,18.6, ,63, ,17.2, , 79, , 6, ,260, , , ,29.37, , , , , ,30.07, ,AA, ,  T, ,30.09, 
94846,20150815,0251,11,FEW050 FEW060 FEW070, ,10.00, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, , 5, ,110, , , ,29.38, , , , , ,30.09, ,AA, , , ,30.10, 
94846,20150815,0351,11,SCT047 BKN060, ,10.00, , , ,68, ,20.0, ,66, ,18.6, ,64, ,17.8, , 87, , 7, ,260, , , ,29.39, , , , , ,30.09, ,AA, , , ,30.11, 
94846,20150815,0451,11,FEW047 FEW060, ,10.00, , , ,68, ,20.0, ,66, ,18.6, ,64, ,17.8, , 87, , 5, ,200, , , ,29.39, , , , , ,30.10, ,AA, , , ,30.11, 
94846,20150815,0551,11,FEW047 SCT060, ,10.00, , , ,70, ,21.1, ,66, ,19.0, ,64, ,17.8, , 81, , 3, ,250, , , ,29.39, , , , , ,30.11, ,AA, , , ,30.12, 
