,dates,Date,HourlyPrecip,AltimeterFlag,RelativeHumidityFlag,WetBulbCelsius,SeaLevelPressureFlag,Altimeter,ValueForWindCharacterFlag,HourlyPrecipFlag,SkyConditionFlag,DewPointFarenheitFlag,DewPointFarenheit,DewPointCelsiusFlag,RecordType,dates.1,DryBulbCelsiusFlag,WetBulbFarenheitFlag,SkyCondition,WindDirectionFlag,PressureChangeFlag,RelativeHumidity,SeaLevelPressure,RecordTypeFlag,DewPointCelsius,Time,PressureTendencyFlag,StationPressure,WeatherType,WBAN,WindDirection,WeatherTypeFlag,sethour,VisibilityFlag,WindSpeed,DryBulbFarenheit,ValueForWindCharacter,DryBulbFarenheitFlag,Visibility,DryBulbCelsius,PressureTendency,StationType,StationPressureFlag,WindSpeedFlag,WetBulbFarenheit,PressureChange,WetBulbCelsiusFlag
18,2015-08-18 05:00:00,20150818,0.03, , ,19.2, ,29.91, , , , ,66, ,AA,2015-08-18 05:00:00, , ,FEW010 SCT055 SCT120, , ,93,29.89, ,18.9,5, ,29.19, ,94846,150, ,5, ,5,68, , ,9.0,20.0, ,11, , ,67, , 
19,2015-08-19 05:00:00,20150819, , , ,20.2, ,29.66, , , , ,67, ,AA,2015-08-19 05:00:00, , ,SCT023 BKN035 BKN075, , ,87,29.65, ,19.4,5, ,28.95, ,94846,200, ,5, ,11,71,20, ,10.0,21.7, ,11, , ,68, , 
20,2015-08-20 05:00:00,20150820, , , ,13.4, ,29.78, , , , ,54, ,AA,2015-08-20 05:00:00, , ,BKN017, , ,84,29.77, ,12.2,5, ,29.06, ,94846,240, ,5, ,14,59, , ,10.0,15.0, ,11, , ,56, , 
21,2015-08-21 05:00:00,20150821, , , ,13.2, ,30.07, , , , ,54, ,AA,2015-08-21 05:00:00, , ,SCT060, , ,87,30.06, ,12.2,5, ,29.35, ,94846,0, ,5, ,0,58, , ,10.0,14.4, ,11, , ,56, , 
22,2015-08-22 05:00:00,20150822, , , ,15.0, ,30.11, , , , ,57, ,AA,2015-08-22 05:00:00, , ,FEW080, , ,84,30.10, ,13.9,5, ,29.39, ,94846,180, ,5, ,3,62, , ,10.0,16.7, ,11, , ,59, , 
23,2015-08-23 05:00:00,20150823, , , ,18.2, ,29.84, , , , ,63, ,AA,2015-08-23 05:00:00, , ,SCT016 SCT034 BKN150, , ,84,29.83, ,17.2,5, ,29.12, ,94846,180, ,5, ,10,68, , ,10.0,20.0, ,11, , ,65, , 
24,2015-08-24 05:00:00,20150824, , , ,11.0, ,29.96, , , , ,49, ,AA,2015-08-24 05:00:00, , ,FEW065, , ,80,29.96, ,9.4,5, ,29.24, ,94846,250, ,5, ,8,55, , ,10.0,12.8, ,11, , ,52, , 
25,2015-08-25 05:00:00,20150825, , , ,11.7, ,30.0, , , , ,48, ,AA,2015-08-25 05:00:00, , ,BKN055, , ,67,29.99, ,8.9,5, ,29.28, ,94846,290, ,5, ,7,59, , ,10.0,15.0, ,11, , ,53, , 
26,2015-08-26 05:00:00,20150826, , , ,13.3, ,30.13, , , , ,53, ,AA,2015-08-26 05:00:00, , ,OVC032, , ,78,30.13, ,11.7,5, ,29.41, ,94846,330, ,5, ,8,60, , ,10.0,15.6, ,11, , ,56, , 
27,2015-08-27 05:00:00,20150827, , , ,11.0, ,30.22, , , , ,51, ,AA,2015-08-27 05:00:00, , ,BKN031, , ,93,30.22, ,10.6,5, ,29.49, ,94846,260, ,5, ,5,53, , ,10.0,11.7, ,11, , ,52, , 
28,2015-08-28 05:00:00,20150828, , , ,14.5, ,30.13, , , , ,56, ,AA,2015-08-28 05:00:00, , ,BKN200 BKN250, , ,84,30.12, ,13.3,5, ,29.41, ,94846,0, ,5, ,0,61, , ,10.0,16.1, ,11, , ,58, , 
29,2015-08-29 05:00:00,20150829,0.21, , ,16.8, ,30.04, , , , ,62, ,AA,2015-08-29 05:00:00, , ,FEW037 BKN070 OVC090, , ,97,30.03, ,16.7,5, ,29.32,-RA BR,94846,140, ,5, ,6,63, , ,4.0,17.2, ,11, , ,62, , 
30,2015-08-30 05:00:00,20150830, , , ,17.9, ,30.06, , , , ,64, ,AA,2015-08-30 05:00:00, , ,OVC005, , ,97,30.05, ,17.8,5, ,29.34,BR,94846,0, ,5, ,0,65, , ,4.0,18.3, ,11, , ,64, , 
31,2015-08-31 05:00:00,20150831, , , ,16.6, ,30.06, , , , ,62, ,AA,2015-08-31 05:00:00, , ,FEW001 SCT005, , ,100,30.06, ,16.7,5, ,29.34,FG,94846,0,s,5,s,0,62, , ,0.12,16.7, ,11, , ,62, , 
0,2015-08-01 06:00:00,20150801, , , ,16.5, ,29.99, , , , ,56, ,AA,2015-08-01 06:00:00, , ,FEW100, , ,61,29.97, ,13.3,6, ,29.27, ,94846,260, ,6, ,7,70, , ,10.0,21.1, ,11, , ,62, , 
1,2015-08-02 06:00:00,20150802, , , ,20.7, ,29.84, , , , ,67, ,AA,2015-08-02 06:00:00, , ,FEW130 FEW350, , ,79,29.83, ,19.4,6, ,29.12, ,94846,220, ,6, ,9,74, , ,10.0,23.3, ,11, , ,69, , 
2,2015-08-03 06:00:00,20150803, , , ,17.9, ,29.83, , , , ,60, ,AA,2015-08-03 06:00:00, , ,FEW060 SCT150 SCT250, , ,68,29.81, ,15.6,6, ,29.11, ,94846,320, ,6, ,13,71, , ,10.0,21.7, ,11, , ,64, , 
3,2015-08-04 06:00:00,20150804, , , ,16.3, ,29.96, , , , ,57, ,AA,2015-08-04 06:00:00, , ,FEW250, , ,68,29.95, ,13.9,6, ,29.24, ,94846,250, ,6, ,5,68, , ,10.0,20.0, ,11, , ,61, , 
4,2015-08-05 06:00:00,20150805, , , ,17.2, ,30.05, , , , ,57, ,AA,2015-08-05 06:00:00, , ,SCT250, , ,59,30.03, ,13.9,6, ,29.33, ,94846,280, ,6, ,3,72, , ,10.0,22.2, ,11, , ,63, , 
5,2015-08-06 06:00:00,20150806, , , ,19.1, ,29.97, , , , ,65, ,AA,2015-08-06 06:00:00, , ,FEW040 SCT300, , ,87,29.96, ,18.3,6, ,29.25, ,94846,040, ,6, ,6,69, , ,10.0,20.6, ,11, , ,66, , 
6,2015-08-07 06:00:00,20150807, , , ,16.5, ,29.93, , , , ,56, ,AA,2015-08-07 06:00:00, , ,FEW130 FEW250, , ,61,29.92, ,13.3,6, ,29.21, ,94846,180, ,6, ,9,70, , ,10.0,21.1, ,11, , ,62, , 
7,2015-08-08 06:00:00,20150808, , , ,19.7, ,29.92, , , , ,65, ,AA,2015-08-08 06:00:00, , ,FEW040 FEW150 BKN250, , ,79,29.90, ,18.3,6, ,29.2, ,94846,280, ,6, ,9,72, , ,10.0,22.2, ,11, , ,68, , 
8,2015-08-09 06:00:00,20150809, , , ,19.8, ,29.97, , , , ,67, ,SP,2015-08-09 06:00:00, , ,FEW006 SCT100 BKN160, , ,93,M, ,19.4,6, ,29.25, ,94846,000, ,6, ,0,69, , ,3.0,20.6, ,11, , ,68, , 
9,2015-08-09 06:00:00,20150809, , , ,20.0, ,29.98, , , , ,67, ,AA,2015-08-09 06:00:00, , ,FEW006 BKN100 BKN160, , ,90,29.97, ,19.4,6, ,29.26, ,94846,000, ,6, ,0,70, , ,3.0,21.1, ,11, , ,68, , 
10,2015-08-10 06:00:00,20150810, , , ,20.7, ,29.86, , , , ,68, ,SP,2015-08-10 06:00:00, , ,FEW014 OVC025, , ,87,M, ,20.0,6, ,29.14,BR,94846,350, ,6, ,6,72, , ,5.0,22.2, ,11, , ,69, , 
11,2015-08-10 06:00:00,20150810, , , ,20.9, ,29.86, , , , ,68, ,AA,2015-08-10 06:00:00, , ,OVC025, , ,84,29.84, ,20.0,6, ,29.14,HZ,94846,010, ,6, ,7,73, , ,6.0,22.8, ,11, , ,70, , 
12,2015-08-11 06:00:00,20150811, , , ,18.8, ,30.03, , , , ,64, ,AA,2015-08-11 06:00:00, , ,SCT026 SCT080, , ,84,30.01, ,17.8,6, ,29.31, ,94846,350, ,6, ,5,69, , ,10.0,20.6, ,11, , ,66, , 
13,2015-08-12 06:00:00,20150812, , , ,18.0, ,30.17, , , , ,61, ,AA,2015-08-12 06:00:00, , ,FEW020, , ,73,30.16, ,16.1,6, ,29.44, ,94846,060, ,6, ,7,70, , ,10.0,21.1, ,11, , ,64, , 
14,2015-08-13 06:00:00,20150813, , , ,17.7, ,30.11, , , , ,60, ,AA,2015-08-13 06:00:00, , ,FEW200 FEW300, , ,71,30.10, ,15.6,6, ,29.39, ,94846,250, ,6, ,8,70, , ,10.0,21.1, ,11, , ,64, , 
15,2015-08-14 06:00:00,20150814, , , ,20.2, ,30.1, , , , ,66, ,AA,2015-08-14 06:00:00, , ,FEW055 FEW110 OVC180, , ,79,30.09, ,18.9,6, ,29.38, ,94846,260, ,6, ,9,73, , ,10.0,22.8, ,11, , ,68, , 
16,2015-08-15 06:00:00,20150815, , , ,19.0, ,30.14, , , , ,63, ,AA,2015-08-15 06:00:00, , ,FEW047 FEW060, , ,73,30.12, ,17.2,6, ,29.41, ,94846,VR , ,6, ,5,72, , ,10.0,22.2, ,11, , ,66, , 
17,2015-08-16 06:00:00,20150816, , , ,22.3, ,30.13, , , , ,71, ,AA,2015-08-16 06:00:00, , ,FEW040 FEW250, , ,87,30.11, ,21.7,6, ,29.41, ,94846,260, ,6, ,5,75, , ,8.0,23.9, ,11, , ,72, , 
18,2015-08-17 06:00:00,20150817, , , ,21.3, ,30.06, , , , ,68, ,AA,2015-08-17 06:00:00, , ,FEW150, , ,79,30.05, ,20.0,6, ,29.34, ,94846,210, ,6, ,10,75, , ,10.0,23.9, ,11, , ,70, , 
19,2015-08-18 06:00:00,20150818, , , ,19.8, ,29.9, , , , ,67, ,AA,2015-08-18 06:00:00, , ,FEW055 FEW120 SCT250, , ,93,29.89, ,19.4,6, ,29.18, ,94846,180, ,6, ,5,69, , ,10.0,20.6, ,11, , ,68, , 
20,2015-08-19 06:00:00,20150819, , , ,20.2, ,29.66, , , , ,67, ,SP,2015-08-19 06:00:00, , ,BKN020 BKN037 OVC075, , ,87,M, ,19.4,6, ,28.95, ,94846,200, ,6, ,13,71,20, ,10.0,21.7, ,11, , ,68, , 
21,2015-08-19 06:00:00,20150819, , , ,20.4, ,29.66, , , , ,67, ,AA,2015-08-19 06:00:00, , ,BKN016 BKN028 BKN075, , ,84,29.65, ,19.4,6, ,28.95, ,94846,200, ,6, ,11,72, , ,10.0,22.2, ,11, , ,69, , 
22,2015-08-20 06:00:00,20150820, , , ,13.4, ,29.8, , , , ,54, ,AA,2015-08-20 06:00:00, , ,OVC017, , ,84,29.79, ,12.2,6, ,29.08, ,94846,260, ,6, ,15,59,25, ,10.0,15.0, ,11, , ,56, , 
23,2015-08-21 06:00:00,20150821, , , ,14.6, ,30.09, , , , ,54, ,AA,2015-08-21 06:00:00, , ,FEW040 SCT060, , ,70,30.08, ,12.2,6, ,29.37, ,94846,210, ,6, ,7,64, , ,10.0,17.8, ,11, , ,58, , 
24,2015-08-22 06:00:00,20150822, , , ,16.6, ,30.12, , , , ,57, ,AA,2015-08-22 06:00:00, , ,CLR, , ,66,30.11, ,13.9,6, ,29.39, ,94846,200, ,6, ,6,69, , ,10.0,20.6, ,11, , ,62, , 
25,2015-08-23 06:00:00,20150823, , , ,19.0, ,29.86, , , , ,64, ,SP,2015-08-23 06:00:00, , ,BKN016 BKN150 BKN250, , ,81,M, ,17.8,6, ,29.14, ,94846,220, ,6, ,8,70, , ,10.0,21.1, ,11, , ,66, , 
26,2015-08-23 06:00:00,20150823, , , ,19.0, ,29.86, , , , ,64, ,SP,2015-08-23 06:00:00, , ,BKN014 BKN150 OVC250, , ,81,M, ,18.0,6, ,29.14, ,94846,210, ,6, ,10,70, , ,10.0,21.0, ,11, , ,66, , 
27,2015-08-23 06:00:00,20150823, , , ,19.3, ,29.87, , , , ,65, ,AA,2015-08-23 06:00:00, , ,BKN014 BKN150 OVC250, , ,84,29.85, ,18.3,6, ,29.15, ,94846,230, ,6, ,8,70, , ,10.0,21.1, ,11, , ,67, , 
28,2015-08-24 06:00:00,20150824, , , ,11.7, ,29.96, , , , ,49, ,AA,2015-08-24 06:00:00, , ,FEW065, , ,72,29.95, ,9.4,6, ,29.24, ,94846,250, ,6, ,10,58, , ,10.0,14.4, ,11, , ,53, , 
29,2015-08-25 06:00:00,20150825, , , ,12.0, ,30.0, , , , ,48, ,AA,2015-08-25 06:00:00, , ,SCT035 SCT055, , ,65,29.99, ,8.9,6, ,29.28, ,94846,300, ,6, ,9,60, , ,10.0,15.6, ,11, , ,54, , 
30,2015-08-26 06:00:00,20150826, , , ,13.3, ,30.14, , , , ,53, ,SP,2015-08-26 06:00:00, , ,FEW022 OVC029, , ,78,M, ,11.7,6, ,29.41, ,94846,360, ,6, ,8,60, , ,10.0,15.6, ,11, , ,56, , 
31,2015-08-26 06:00:00,20150826, , , ,13.3, ,30.15, , , , ,53, ,AA,2015-08-26 06:00:00, , ,FEW022 OVC029, , ,78,30.14, ,11.7,6, ,29.42, ,94846,360, ,6, ,7,60, , ,10.0,15.6, ,11, , ,56, , 
32,2015-08-27 06:00:00,20150827, , , ,13.2, ,30.22, , , , ,54, ,AA,2015-08-27 06:00:00, , ,SCT031, , ,87,30.22, ,12.2,6, ,29.49, ,94846,000, ,6, ,0,58, , ,10.0,14.4, ,11, , ,56, , 
33,2015-08-28 06:00:00,20150828, , , ,15.8, ,30.14, , , , ,58, ,AA,2015-08-28 06:00:00, , ,BKN200 OVC250, , ,81,30.13, ,14.4,6, ,29.41, ,94846,180, ,6, ,5,64, , ,10.0,17.8, ,11, , ,60, , 
34,2015-08-29 06:00:00,20150829, , , ,17.1, ,30.05, , , , ,62, ,SP,2015-08-29 06:00:00, , ,SCT050 OVC075, , ,93,M, ,16.7,6, ,29.33,-RA BR,94846,130, ,6, ,8,64, , ,6.0,17.8, ,11, , ,63, , 
35,2015-08-29 06:00:00,20150829,0.07, , ,17.1, ,30.05, , , , ,62, ,AA,2015-08-29 06:00:00, , ,FEW050 OVC085, , ,93,30.04, ,16.7,6, ,29.33,-RA BR,94846,110, ,6, ,8,64, , ,5.0,17.8, ,11, , ,63, , 
36,2015-08-30 06:00:00,20150830, , , ,17.8, ,30.07, , , , ,63, ,AA,2015-08-30 06:00:00, , ,OVC007, , ,90,30.06, ,17.2,6, ,29.35,BR,94846,030, ,6, ,3,66, , ,4.0,18.9, ,11, , ,64, , 
37,2015-08-31 06:00:00,20150831, , , ,16.6, ,30.07, , , , ,62, ,SP,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,M, ,16.7,6, ,29.35,FG,94846,000, ,6, ,0,62, , ,0.25,16.7, ,11, , ,62, , 
38,2015-08-31 06:00:00,20150831, , , ,16.6, ,30.07, , , , ,62, ,SP,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,M, ,16.7,6, ,29.35,BR,94846,000, ,6, ,0,62, , ,1.0,16.7, ,11, , ,62, , 
39,2015-08-31 06:00:00,20150831, , , ,16.6, ,30.07, , , , ,62, ,SP,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,M, ,16.7,6, ,29.35,BR,94846,000, ,6, ,0,62, , ,1.0,16.7, ,11, , ,62, , 
40,2015-08-31 06:00:00,20150831, , , ,16.6, ,30.07, , , , ,62, ,SP,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,M, ,16.7,6, ,29.35,BR,94846,000, ,6, ,0,62, , ,1.5,16.7, ,11, , ,62, , 
41,2015-08-31 06:00:00,20150831, , , ,17.2, ,30.07, , , , ,63, ,SP,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,M, ,17.0,6, ,29.35,BR,94846,000, ,6, ,0,63, , ,2.0,17.0, ,11, , ,63, , 
42,2015-08-31 06:00:00,20150831, , , ,17.2, ,30.07, , , , ,63, ,AA,2015-08-31 06:00:00, , ,FEW001 FEW005, , ,100,30.06, ,17.2,6, ,29.35,BR,94846,000, ,6, ,0,63, , ,2.0,17.2, ,11, , ,63, , 
0,2015-08-01 07:00:00,20150801, , , ,17.8, ,29.99, , , , ,57, ,AA,2015-08-01 07:00:00, , ,FEW070 FEW100, , ,54,29.98, ,13.9,7, ,29.27, ,94846,260, ,7, ,8,75, , ,10.0,23.9, ,11, , ,64, , 
1,2015-08-02 07:00:00,20150802, , , ,21.2, ,29.84, , , , ,65, ,AA,2015-08-02 07:00:00, , ,FEW150 SCT350, , ,60,29.82, ,18.3,7, ,29.12, ,94846,240, ,7, ,16,80,25, ,10.0,26.7, ,11, , ,70, , 
2,2015-08-03 07:00:00,20150803, , , ,17.7, ,29.84, , , , ,58, ,AA,2015-08-03 07:00:00, , ,FEW060 FEW150 SCT250, , ,59,29.82, ,14.4,7, ,29.12, ,94846,340, ,7, ,14,73, , ,10.0,22.8, ,11, , ,64, , 
3,2015-08-04 07:00:00,20150804, , , ,17.1, ,29.97, , , , ,56, ,AA,2015-08-04 07:00:00, , ,BKN250, , ,55,29.96, ,13.3,7, ,29.25, ,94846,240, ,7, ,3,73, , ,10.0,22.8, ,11, , ,63, , 
4,2015-08-05 07:00:00,20150805, , , ,17.6, ,30.05, , , , ,57, ,AA,2015-08-05 07:00:00, , ,BKN250, , ,56,30.04, ,13.9,7, ,29.33, ,94846,0, ,7, ,0,74, , ,10.0,23.3, ,11, , ,64, , 
5,2015-08-06 07:00:00,20150806, , , ,19.6, ,29.98, , , , ,64, ,AA,2015-08-06 07:00:00, , ,FEW021 SCT300, , ,74,29.97, ,17.8,7, ,29.26, ,94846,40, ,7, ,10,73, , ,10.0,22.8, ,11, , ,67, , 
6,2015-08-07 07:00:00,20150807, , , ,17.7, ,29.94, , , , ,58, ,AA,2015-08-07 07:00:00, , ,FEW130 FEW250, , ,59,29.92, ,14.4,7, ,29.22, ,94846,190, ,7, ,8,73, , ,10.0,22.8, ,11, , ,64, , 
7,2015-08-08 07:00:00,20150808, , , ,20.4, ,29.92, , , , ,66, ,AA,2015-08-08 07:00:00, , ,FEW040 FEW150 BKN250, , ,76,29.91, ,18.9,7, ,29.2, ,94846,0, ,7, ,0,74, , ,10.0,23.3, ,11, , ,69, , 
8,2015-08-09 07:00:00,20150809, , , ,20.0, ,29.97, , , , ,67, ,AA,2015-08-09 07:00:00, , ,OVC100, , ,90,29.96, ,19.4,7, ,29.25,BR,94846,70, ,7, ,6,70, , ,3.0,21.1, ,11, , ,68, , 
9,2015-08-10 07:00:00,20150810, , , ,21.1, ,29.85, , , , ,68, ,SP,2015-08-10 07:00:00, , ,SCT025 SCT046 BKN150, , ,82,M, ,20.0,7, ,29.13,HZ,94846,20, ,7, ,7,74, , ,6.0,23.3, ,11, , ,70, , 
10,2015-08-10 07:00:00,20150810, , , ,21.6, ,29.87, , , , ,68, ,AA,2015-08-10 07:00:00, , ,FEW025 SCT050 BKN150, , ,74,29.85, ,20.0,7, ,29.15, ,94846,360, ,7, ,8,77, , ,8.0,25.0, ,11, , ,71, , 
11,2015-08-11 07:00:00,20150811, , , ,19.6, ,30.04, , , , ,64, ,AA,2015-08-11 07:00:00, , ,FEW016 FEW028, , ,74,30.03, ,17.8,7, ,29.32, ,94846,20, ,7, ,7,73, , ,10.0,22.8, ,11, , ,67, , 
12,2015-08-12 07:00:00,20150812, , , ,18.1, ,30.19, , , , ,60, ,AA,2015-08-12 07:00:00, , ,SCT024, , ,66,30.18, ,15.6,7, ,29.47, ,94846,70, ,7, ,7,72, , ,10.0,22.2, ,11, , ,65, , 
13,2015-08-13 07:00:00,20150813, , , ,18.5, ,30.12, , , , ,60, ,AA,2015-08-13 07:00:00, , ,FEW180 SCT300, , ,62,30.11, ,15.6,7, ,29.39, ,94846,250, ,7, ,10,74, , ,10.0,23.3, ,11, , ,65, , 
14,2015-08-14 07:00:00,20150814, , , ,20.8, ,30.12, , , , ,67, ,AA,2015-08-14 07:00:00, , ,FEW100 BKN160 OVC190, , ,79,30.10, ,19.4,7, ,29.39, ,94846,260, ,7, ,10,74, , ,10.0,23.3, ,11, , ,69, , 
15,2015-08-15 07:00:00,20150815, , , ,20.5, ,30.14, , , , ,65, ,AA,2015-08-15 07:00:00, , ,SCT047 SCT060, , ,69,30.12, ,18.3,7, ,29.41, ,94846,260, ,7, ,6,76, , ,10.0,24.4, ,11, , ,69, , 
16,2015-08-16 07:00:00,20150816, , , ,23.0, ,30.12, , , , ,71, ,AA,2015-08-16 07:00:00, , ,FEW040 FEW250, , ,77,30.10, ,21.7,7, ,29.39, ,94846,210, ,7, ,6,79, , ,10.0,26.1, ,11, , ,74, , 
17,2015-08-17 07:00:00,20150817, , , ,22.3, ,30.05, , , , ,69, ,AA,2015-08-17 07:00:00, , ,FEW040 FEW150, , ,72,30.03, ,20.6,7, ,29.33, ,94846,240, ,7, ,7,79, , ,10.0,26.1, ,11, , ,72, , 
18,2015-08-18 07:00:00,20150818, , , ,19.5, ,29.88, , , , ,65, ,AA,2015-08-18 07:00:00, , ,FEW010 FEW120 SCT250, , ,81,29.87, ,18.3,7, ,29.16, ,94846,160, ,7, ,5,71, , ,10.0,21.7, ,11, , ,67, , 
19,2015-08-19 07:00:00,20150819, , , ,20.7, ,29.65, , , , ,68, ,AA,2015-08-19 07:00:00, , ,BKN018 BKN024 OVC030, , ,87,29.63, ,20.0,7, ,28.93, ,94846,200, ,7, ,9,72, , ,10.0,22.2, ,11, , ,69, , 
20,2015-08-20 07:00:00,20150820, , , ,13.3, ,29.81, , , , ,53, ,AA,2015-08-20 07:00:00, , ,BKN019, , ,78,29.80, ,11.7,7, ,29.09, ,94846,260, ,7, ,14,60,24, ,10.0,15.6, ,11, , ,56, , 
21,2015-08-21 07:00:00,20150821, , , ,15.6, ,30.09, , , , ,53, ,AA,2015-08-21 07:00:00, , ,FEW040 FEW060, , ,55,30.09, ,11.7,7, ,29.37, ,94846,200, ,7, ,8,70, , ,10.0,21.1, ,11, , ,60, , 
22,2015-08-22 07:00:00,20150822, , , ,16.9, ,30.12, , , , ,56, ,AA,2015-08-22 07:00:00, , ,FEW100, , ,57,30.11, ,13.3,7, ,29.39, ,94846,180, ,7, ,8,72, , ,10.0,22.2, ,11, , ,62, , 
23,2015-08-23 07:00:00,20150823, , , ,19.8, ,29.86, , , , ,66, ,AA,2015-08-23 07:00:00, , ,BKN010 BKN150 OVC250, , ,84,29.85, ,18.9,7, ,29.14, ,94846,220, ,7, ,11,71, , ,9.0,21.7, ,11, , ,68, , 
24,2015-08-24 07:00:00,20150824, , , ,12.7, ,29.96, , , , ,49, ,AA,2015-08-24 07:00:00, , ,FEW065, , ,63,29.95, ,9.4,7, ,29.24, ,94846,260, ,7, ,13,62, , ,10.0,16.7, ,11, , ,55, , 
25,2015-08-25 07:00:00,20150825, , , ,12.5, ,30.01, , , , ,49, ,AA,2015-08-25 07:00:00, , ,BKN035, , ,65,30.01, ,9.4,7, ,29.29, ,94846,310, ,7, ,11,61, , ,10.0,16.1, ,11, , ,55, , 
26,2015-08-26 07:00:00,20150826, , , ,13.3, ,30.15, , , , ,53, ,SP,2015-08-26 07:00:00, , ,OVC030, , ,78,M, ,11.7,7, ,29.42, ,94846,350, ,7, ,7,60, , ,10.0,15.6, ,11, , ,56, , 
27,2015-08-26 07:00:00,20150826, , , ,13.6, ,30.16, , , , ,53, ,AA,2015-08-26 07:00:00, , ,OVC031, , ,75,30.16, ,11.7,7, ,29.44, ,94846,350, ,7, ,7,61, , ,10.0,16.1, ,11, , ,57, , 
28,2015-08-27 07:00:00,20150827, , , ,14.1, ,30.21, , , , ,53, ,AA,2015-08-27 07:00:00, , ,FEW035, , ,70,30.20, ,11.7,7, ,29.48, ,94846,0, ,7, ,0,63, , ,10.0,17.2, ,11, , ,57, , 
29,2015-08-28 07:00:00,20150828, , , ,16.4, ,30.14, , , , ,58, ,AA,2015-08-28 07:00:00, , ,BKN190, , ,73,30.13, ,14.4,7, ,29.41, ,94846,170, ,7, ,5,67, , ,10.0,19.4, ,11, , ,62, , 
30,2015-08-29 07:00:00,20150829,0.03, , ,17.4, ,30.05, , , , ,63, ,AA,2015-08-29 07:00:00, , ,BKN048 OVC075, , ,97,30.04, ,17.2,7, ,29.33,RA BR,94846,40, ,7, ,9,64, , ,5.0,17.8, ,11, , ,63, , 
31,2015-08-30 07:00:00,20150830, , , ,17.8, ,30.07, , , , ,63, ,SP,2015-08-30 07:00:00, , ,BKN008 OVC013, , ,90,M, ,17.2,7, ,29.35,BR,94846,0, ,7, ,0,66, , ,5.0,18.9, ,11, , ,64, , 
32,2015-08-30 07:00:00,20150830, , , ,18.0, ,30.07, , , , ,63, ,AA,2015-08-30 07:00:00, , ,BKN009 OVC025, , ,87,30.06, ,17.2,7, ,29.35,BR,94846,0, ,7, ,0,67, , ,5.0,19.4, ,11, , ,65, , 
33,2015-08-31 07:00:00,20150831, , , ,17.7, ,30.08, , , , ,64, ,SP,2015-08-31 07:00:00, , ,CLR, , ,100,M, ,17.8,7, ,29.36,BR,94846,0, ,7, ,0,64, , ,3.0,17.8, ,11, , ,64, , 
34,2015-08-31 07:00:00,20150831, , , ,18.7, ,30.07, , , , ,65, ,AA,2015-08-31 07:00:00, , ,FEW032, , ,93,30.07, ,18.3,7, ,29.35,BR,94846,310, ,7, ,3,67, , ,3.0,19.4, ,11, , ,66, , 
0,2015-08-01 08:00:00,20150801, , , ,18.4, ,29.98, , , , ,57, ,AA,2015-08-01 08:00:00, , ,SCT090 SCT150, , ,49,29.96, ,13.9,8, ,29.26, ,94846,300, ,8, ,11,78, , ,10.0,25.6, ,11, , ,65, , 
1,2015-08-02 08:00:00,20150802, , , ,20.0, ,29.82, , , , ,60, ,AA,2015-08-02 08:00:00, , ,FEW040 FEW150 FEW350, , ,47,29.80, ,15.6,8, ,29.1, ,94846,240, ,8, ,21,82,29, ,10.0,27.8, ,11, , ,68, , 
2,2015-08-03 08:00:00,20150803, , , ,17.8, ,29.85, , , , ,57, ,AA,2015-08-03 08:00:00, , ,FEW060 FEW150, , ,54,29.83, ,13.9,8, ,29.13, ,94846,340, ,8, ,13,75, , ,10.0,23.9, ,11, , ,64, , 
3,2015-08-04 08:00:00,20150804, , , ,17.1, ,29.97, , , , ,54, ,AA,2015-08-04 08:00:00, , ,BKN250, , ,47,29.96, ,12.2,8, ,29.25, ,94846,260, ,8, ,10,76, , ,10.0,24.4, ,11, , ,63, , 
4,2015-08-05 08:00:00,20150805, , , ,17.3, ,30.06, , , , ,53, ,AA,2015-08-05 08:00:00, , ,FEW050 BKN250, , ,42,30.05, ,11.7,8, ,29.34, ,94846,000, ,8, ,0,78, , ,10.0,25.6, ,11, , ,63, , 
5,2015-08-06 08:00:00,20150806, , , ,19.8, ,29.97, , , , ,63, ,AA,2015-08-06 08:00:00, , ,FEW025 SCT250, , ,64,29.95, ,17.2,8, ,29.25, ,94846,070, ,8, ,9,76, , ,10.0,24.4, ,11, , ,68, , 
6,2015-08-07 08:00:00,20150807, , , ,18.4, ,29.94, , , , ,59, ,AA,2015-08-07 08:00:00, , ,FEW038 FEW250, , ,58,29.92, ,15.0,8, ,29.22, ,94846,210, ,8, ,10,75, , ,10.0,23.9, ,11, , ,65, , 
7,2015-08-08 08:00:00,20150808, , , ,21.1, ,29.92, , , , ,66, ,AA,2015-08-08 08:00:00, , ,FEW030 FEW120 BKN250, , ,67,29.91, ,18.9,8, ,29.2, ,94846,270, ,8, ,7,78, , ,10.0,25.6, ,11, , ,70, , 
8,2015-08-09 08:00:00,20150809, , , ,20.2, ,29.99, , , , ,67, ,AA,2015-08-09 08:00:00, , ,SCT100 BKN120 OVC250, , ,87,29.98, ,19.4,8, ,29.27,BR,94846,160, ,8, ,6,71, , ,3.0,21.7, ,11, , ,68, , 
